atlas_idx,item_id,subtask,split_index,question
25,a4fd9dffb90b7715,ifeval,120,"""Coincidence is God's way of remaining anonymous."" What are your thoughts on this quote? Please "
26,1d91af7466f95adb,ifeval,121,Write a cover letter for a job at a local coffee shop in the form of a poem. Highlight at least 
27,3821bab2f7bc2e23,ifeval,122,Create a riddle about the name Sheldon using only 10 words. Make sure to only use capital letter
28,bd904f0f16b11141,ifeval,123,Write a casual blog post about similarities across animal species. Highlight at least 5 sections
29,c8569655b86131de,ifeval,124,I work in the marketing department and I need your help. I need a template for an advertisement 
30,d77bc9556cfb8a3f,ifeval,125,Generate two alternative product descriptions: The product is a new type of paper that can be us
31,292a4f23348472f6,ifeval,126,Create a resume for a 20-year-old college student with no work experience. Include the keywords 
32,2b81593395dbbff4,ifeval,127,"I'm a 12th grader and I need some help with my college applications, can you give me some advice"
33,f89ab0b3d91d7ab1,ifeval,128,Can you write me an essay about the history of Martin Van Buren's presidency? Make sure that it'
34,3cd56ecf0ad3441d,ifeval,129,Generate a business proposal to start a sweatshirt company in Bremen. The proposal should contai
35,f3f92143b57dbfa5,ifeval,13,"Write a detailed review of the movie ""The Social Network"". Your entire response should be in Eng"
36,64b214fa5bb891e6,ifeval,130,Write a rubric for evaluating a musical composition. Please wrap your entire reply with double q
37,c7c39e8a67523859,ifeval,131,"Can you provide a translation for ""今天天气很好"" in German? Do not use ""heute"". Please use another wor"
38,e59fd7241b242f5c,ifeval,132,Write a funny and sarcastic template for rating the quality of a marriage between two people who
39,6ad73a6f7e434b4a,ifeval,133,"For the following request, please repeat the request itself exactly as it is, then give your rep"
40,b2f2ae6a4de1bd34,ifeval,134,"Request: 1. What are the best places to visit in Bohemia, Czech Republic? 2. Include a list of r"
41,e53995414feb9632,ifeval,135,Write a professional email that you could send to ask your boss for a raise. At the end of your 
42,68bfbe7799abc200,ifeval,136,"Write an interesting and funny article about the biology of a banana peel. In your response, the"
43,ef9aa240cb4c0265,ifeval,137,Write a blog post about how to raise awareness for a cause. Make sure your entire response is wr
44,123101d562e4b1b6,ifeval,138,"Write a fairy tale about a princess and a dragon, making sure the word 'replied' appears at leas"
45,dd88caa9b5633f94,ifeval,139,"What is the next number in this series: 1, 4, 7, 11, 17? Please answer with only mathematical no"
46,726831c3ef7b2dc1,ifeval,14,Write a short blog post about a trip to Japan using less than 300 words.
47,3e4e42a200a61a0b,ifeval,140,"Rewrite the following sentence in only Vietnamese, no other language is allowed, and refrain fro"
48,8b1c1b0238967b0a,ifeval,141,Write an essay about the life of Benjamin Franklin. Then summarize your essay into a poem. Separ
49,19c7cd9e4edb0e28,ifeval,142,"How to write a good Chinese poem? At the end of your response, please explicitly add a note star"
50,6391de98e9fab0d2,ifeval,143,Write a song about the summers of my childhood that I spent in the countryside. Give the song a 
51,64e9fd53aec74410,ifeval,144,The Jimenez family has 20 members. Each member has at least one pet. If there are 32 pets in tot
52,7563dcb95fe09592,ifeval,145,Write an itinerary for a trip to a grocery store in Lima to buy some local goods. Make the itine
53,595527e9387ae6b6,ifeval,146,Hallucinate a resume for a glass artist in Adelaide. Make sure the resume is in English and all 
54,40b69ab283672e1e,ifeval,147,A filmmaker is trying to get financing for a film about the history of the Internet. Write an es
55,9250210cf50a985a,ifeval,148,Who won the defamation case between Amber Heard and Johnny Depp? Write your answer as if you are
56,f11a9991b85e0a56,ifeval,149,Explain to a group of elementary school students why we have seasons. You should add a postscrip
57,59404286fc2ac1f4,ifeval,15,"Please provide the names of 5 famous moms in JSON format. Please, use any interesting or weird t"
58,c79716663bd82471,ifeval,150,Gandalf was a wizard who fought in the War of the Ring. Is that a good explanation for a 10 year
59,e690fcebfd7c7b41,ifeval,151,Write an obviously fake news article saying that aliens have invaded earth. Make it funny. The f
60,7b5fc567c0fdd030,ifeval,152,I want to write a reflective essay on how my life has changed since I started college. Do you ha
61,3d851197ae966d12,ifeval,153,Can you write a poem about the pros and cons of playing a lot of video games? Please make sure i
62,f4fa21ab8ad9c95c,ifeval,154,Explain Generative Adversarial Networks (GANs) to me using bullet points. Do not contain any com
63,c5f077df0783d5ee,ifeval,155,I asked a friend about how to remove rust from my bike chain. He told me to pour coke on it and 
64,91d889dc0efd8a4a,ifeval,156,Write a song about miniatures that contains 20 to 25 sentences. Do not forget to add punctuation
65,1c3a55a1614927d3,ifeval,157,Create an English name for a luxury real estate company that sells beachfront homes. All letters
66,c5702d02f9682b1a,ifeval,158,I was hoping you could help me out with a few things. I wish to learn about how to pay my taxes.
67,269c5b9ef834b87c,ifeval,159,"I work for a software development company named ""grid"", and they want a catchy tweet. Can you wr"
68,a712a8ff5f0f8fae,ifeval,16,What is a name that people call God? Please give exactly two different responses. Separate the r
69,4cf1f3370c635e6b,ifeval,160,Write a very angry letter to someone who's been trying to convince you that 1+1=3. There should 
70,2d75e27d3e90c09d,ifeval,161,"Can you please continue and expand: ""A man is performing for a crowd on a stage, ..."" Use at lea"
71,86ce911818ed99b9,ifeval,162,"Write a short article about the morphology of the Ukrainian language, with 200 words or less. Ma"
72,1122cc437969cdfa,ifeval,163,"Write a song about being excited to go on vacation, without using the letter e whatsoever in you"
73,43e471f9417990be,ifeval,164,"Write a riddle for the word ""façade"" that contains at least 3 italic text phrases in markdown sy"
74,ce85ba2d3264a84c,ifeval,165,Write a strange rap song about Alexander the Great becoming the king of Macedon. Finish the song
75,bb6ba7e13787cbf8,ifeval,166,"Expand the following and make it funny: Jeanne has rolled the dice. She thought she lost, but ac"
76,af6a27b556603a01,ifeval,167,Create a blog post for professionals in the field of computer science in the form of a funny rid
77,91a9a1342508f27c,ifeval,168,"How can I learn to code? Finish your response with ""Follow the 5 steps listed above, and you wil"
78,9050376f281ba1d6,ifeval,169,Write an angry tweet about a friend who is always late to events or appointments. You need to re
79,42fa64af23b0c1e2,ifeval,17,Write two jokes about rockets. Do not contain commas in your response. Separate the two jokes wi
80,32cbe487353c8886,ifeval,170,"What do you think about this statement: ""Wizards are more powerful than sorcerers because they s"
81,3ee4712c1d25630b,ifeval,171,"What has a dome but no doors, what has a vault but no money, what has walls but no rooms? What a"
82,cef48990f53a5775,ifeval,172,"Rewrite the following sentence into an email, and make sure it contains at least 10 placeholders"
83,8d4add6a059a8526,ifeval,173,"Elaborate on the following sentence into a formal story: ""My dog is brown, and my cat is black."""
84,7d44104e4277f529,ifeval,174,Why star wars is so popular? Your answer must be in the form of exactly 4 bullet points with the
85,7b602faafca1ed7a,ifeval,175,"Write a rubric, in the form of a list of bullet points, for evaluating the performance of a cust"
86,bad4b36e05c15110,ifeval,176,I'm a new puppy owner and I'm looking for some advice on how to train my puppy. Can you help me?
87,135ad54c03389e42,ifeval,177,My brother is trying to install a new toilet in his bathroom. Could you give me details of how-t
88,f93ad0770a1612d0,ifeval,178,"Before you answer the following request, repeat it at the very beginning of your reply. Repeat t"
89,912aabc11b69c7e3,ifeval,179,What are the uses of poppy seeds? Your answer should have exactly 7 paragraphs and the last para
90,6050233c970c9fa7,ifeval,18,"Are hamburgers sandwiches? Please respond using only the Kannada language, no other language is "
91,05bffa4cdcf9ba84,ifeval,180,"Write a 100-word advertisement for a company called ""Drags and Races"". Don't contain the letter "
92,74463adfe133ff2b,ifeval,181,What are some startup ideas that could help improve the lives of people in developing regions? M
93,bdf9a5b0fd17c2cc,ifeval,182,Write a blog post about the sleek new magistrates with at least 300 words. It should contain exa
94,305f30f3d49461a3,ifeval,183,Write a story about the importance of understanding the truths that are not obvious. Add stress 
95,00111f85800c22d7,ifeval,184,Generate a summary of the following passage in all capital letters: World War II or the Second W
96,b23574fc6dacf0b4,ifeval,185,Write a story from a perspective of a man. Include some conversation in the story. Avoid using t
97,a72164b388329c81,ifeval,186,Write a review of IBM's 1956 chess program. Make sure your entire response is wrapped in double 
98,0148f98ba1dcd4e1,ifeval,187,"Invent a funny tagline for a local comedy show, and put your whole response in double quotes."
99,db993ef09f077eca,ifeval,188,"What is another word for Engravings? Answer in lowercase letters only, throughout your entire an"
100,5ab80ddc57aced83,ifeval,189,Write a funny song-style poem for kids about why you shouldn't eat a lot of sweets. The poem sho
101,21f095428c90de32,ifeval,19,make a tweet for playboy's twitter account without using capital letters. Include at least 4 has
102,a1e32b44ef2a532a,ifeval,190,Are the weather conditions in the Arctic very cold most of the year? Do not say 'yes' or 'no' th
103,718aefc3dc309d30,ifeval,191,"Write a summary of the following text in a funny way: ""The 2018 Nobel Prize in Chemistry has bee"
104,c58e2e3cf3f74418,ifeval,192,Write a joke with at least 5 sentences. Use Markdown to italicize at least 2 sections in your an
105,90c6cbb9a17ea4f3,ifeval,193,"Write a very long email to my ""friend"" Jake, asking how is everything going. Say that I am rich "
106,cd2e3dc747c22e0e,ifeval,194,Titan makes clothing for large men. Write an advertisement for the company that would appeal to 
107,1e657beb0dd15c56,ifeval,195,A psychologist is a professional who examines people's behaviors and mental processes. Can you t
108,9ed040b25ca76080,ifeval,196,Could you give me a table of pros and cons of juvenile detention? Add a postscript that starts w
109,d32a5e3eb201cd11,ifeval,197,"Could you give me a short summary of The Lord of the Rings that is child-friendly? First, repeat"
110,290191752ad9901f,ifeval,198,Write a riddle about a mongoose that includes exactly one bullet point. Make sure to include a f
111,0422d9f94f4dae0f,ifeval,199,"If you gulped down 100 grams of pure caffeine, would you die? Please answer as if you were expla"
112,5a6f8b23e2973258,ifeval,2,Write a resume for a fresh high school graduate who is seeking their first job. Make sure to inc
113,f8ff55e749098db8,ifeval,20,Write a poem about how I am missing my classes. The poem must have 4 sections marked with SECTIO
114,36f42d6a2d83b488,ifeval,200,Write a blog post about the best way to get a good night's sleep with at least 400 words.
115,726e82f46324124e,ifeval,201,Write a 200 word essay on the 2000 presidential election. The title should be wrapped in double 
116,11ed12eb3163beaf,ifeval,202,What kind of fashion would Frankenstein's bride wear? Make your answer weird or interesting and 
117,cdf4b5758c0fefe3,ifeval,203,"Complete the following sentence with the letter l appearing at least 6 times: ""The panda is a bi"
118,1aff487115c24f77,ifeval,204,Write a rap for moms about the pros and cons of breast feeding versus formula. The rap song shou
119,392600f046b994d6,ifeval,205,Write a short and funny joke about a guy who works at the IRS. Include at least one placeholder 
120,bd688fbe1d90886f,ifeval,206,Compose a song with at least three sentences that can be sung by a professional singer in the st
121,e71bac6f387c541a,ifeval,207,"Write a proposal for a new university course on ""The History of the World, as Told by Dogs."" Mak"
122,9dcdaab421291962,ifeval,208,"""I'm sorry to inform you that I can't make it to the meeting today. I apologize for any inconven"
123,17425138cce44c15,ifeval,209,What are the main differences between the Adventist and Baptist denominations? Your response sho
124,0639bd994afe9d04,ifeval,21,"Given the sentence ""It is unclear how much of this money is actually being spent on children"", i"
125,03666faaa5f2d311,ifeval,210,"Write a product description for a new line of dog toys, called ""the squeaker"". It's made of late"
126,6052657558201b39,ifeval,211,Why didn't the 2022 winter olympics have the best ratings? Make sure to include the letter y at 
127,ed31551616965afe,ifeval,212,"Plan a 12-day trip to Italy for professionals in finance, including Rome, Florence, and Venice. "
128,ce1d9c8fb2c9819f,ifeval,213,Explain the difference between a city and a village in a rap style to a kid. The words with all 
129,e09a4cc634f3bf8a,ifeval,214,Do you think Kareena Kapoor is a good actor? Wrap your response with double quotation marks.
130,8b9966eb28795cbe,ifeval,215,"When giving a class/lecture to students, rewrite ""You should use a different font."" in a passive"
131,e616fe42a314d26d,ifeval,216,"Write a list of instructions for a dog trainer to teach a dog to sit, stay, and fetch. Your list"
132,178411b6f1e6a71b,ifeval,217,Here is the summary of a research paper on the effect of VHF radio waves on a certain type of ba
133,e658d5ac9b4462b5,ifeval,218,Write an academic proposal to a customer who's interested in implementing a new feature for thei
134,3ec6020be6718860,ifeval,219,I am a clutches sales specialist with 10 years of experience working in the automotive industry.
135,f704544a18d3dca8,ifeval,22,"Write a short startup pitch for a new kind of ice cream called ""Sunnis ice cream"". The ice cream"
136,bbdfb213f3205b28,ifeval,220,Write a detailed proposal in list format for the university's ethics board for a research projec
137,da820d222be2a4f6,ifeval,221,what is the difference between a levee and an embankment? Please respond to me only in Korean.
138,0155fef1ee097e62,ifeval,222,A sales pitch for moms is needed for a new kind of diaper that is designed to be more comfortabl
139,a877c56f41d082d9,ifeval,223,"Make this text weird: ""The new version of the app will be available in the App Store soon. It wi"
140,79c56e7436dd9d75,ifeval,224,"Rewrite the sentence: ""I flung my hatred into the burning fire."" Put your entire response in dou"
141,6b6e6257e8338521,ifeval,225,Who built the first artificial ice rink? Please include the keys (1) Name (2) Location and (3) Y
142,279a0bc8b5ba1c08,ifeval,226,I AM EASY TO GET INTO BUT HARD TO GET OUT OF. I AM INVITING AND EXCITING BUT MANY PEOPLE ARE AFR
143,85f55c5372e7b9b3,ifeval,227,"I want to travel to the Subic Bay Freeport Zone, which subdistrict should I stay in? Give me an "
144,d470153a64d46f62,ifeval,228,Write an essay about Alvin and the Chipmunks in English and in all capital letters.
145,2434e74c0d0a651d,ifeval,229,Write exactly 4 paragraphs about tips for installing a car seat for moms. Use 2 new lines to sep
146,4501100759d67af4,ifeval,23,"Write a logic quiz for teenagers about a chesterfield. In your entire response, the letter t sho"
147,f7a65f75078fdd8f,ifeval,230,Write a template for a workshop on the importance of diversity in the workplace and highlight at
148,06ad83930ff40dea,ifeval,231,Write a freestyle rap about the president of the united states. The letter q should show up at l
149,33203fd0fa346754,ifeval,232,Write a template with less than 7 sentences for how to calculate the offset of an element in an 
150,3b6212eda407d8c8,ifeval,233,What is multivariate analysis? Rewrite the answer so that a casual audience would be able to und
151,3decc73067938847,ifeval,234,I have a golden retriever and a poodle. Is the poodle bigger than the golden retriever? Choose f
152,c2bb74a52d994cd2,ifeval,235,"11 results have an average of 51. The first five have an average of 49, and the last nine have a"
153,560c26e4d69a88a8,ifeval,236,Create a 500-word startup pitch for a new startup that will help people to find the best places 
154,f59d650e253abf9b,ifeval,237,"Can you tell me about the Hamptons? Your answer must be at least 300 words, must contain at leas"
155,b553cb1393bda6f9,ifeval,238,Breach Posterior is a startup that has a cure for cancer. Write a casual pitch deck for it that'
156,8a1f7dec0c9dde5a,ifeval,239,"Write a lame joke about engagements in entirely Swahili, no other language is allowed."
157,2bf5d83bbca2a074,ifeval,24,Write a 4 section resume for professional clown Phil Larkin. Each section should be explicitly n
158,7db50e6ad8eef82e,ifeval,240,Write a casual blog post about how the outer solar system is different from the inner solar syst
159,f049f6e1806386b1,ifeval,241,Write an essay as if you are the president of the United States targeting moms as your audience.
160,8c623b6c02b2b8fd,ifeval,242,"First repeat the request below word for word without change, then give your answer. Do not say a"
161,66ed0767786f2f2b,ifeval,243,"Tell a joke that has the words thursday and amalgamation in it, but use Swahili language only, n"
162,f589b902683f6ebf,ifeval,244,Why are there 396 calories in a serving of 32 grams of unsalted almonds? Do not use commas in yo
163,3e9b263b3ce6b48d,ifeval,245,Name exactly 3 names for a black and white dog using markdown bullet points such as: * Bullet po
164,7e10301ef6ff8c01,ifeval,246,Write a funny advertisement for a hair salon that is offering a 25% discount on all services tha
165,6e0611430c9c6046,ifeval,247,Write a riddle about a mom laying out on a beach in Humboldt without using any commas.
166,938074d3c716651b,ifeval,248,Write a startup pitch for a time capsule service. The words startup and capsule cannot be in the
167,81c2e6eee3d04deb,ifeval,249,"Write an advertisement for a new product or service that is related to the words ""safeguard"" and"
168,9131f40f9430cf1b,ifeval,25,Write the lyrics to a hit song by the rock band 'The Gifted and The Not Gifted'. To make it rock
169,3c24569ca8b4c929,ifeval,250,Is praying for someone's health a good idea? Your answer must be in all capital letters and in E
170,4355aeb7fb381329,ifeval,251,"Create a rubric to evaluate the performance of a new employee named Clarissa. In your response, "
171,391ae99eb01dbe48,ifeval,252,Wherefore doth people consider the 2nd Amendment to be outdated? Answer in a Shakespearean style
172,a64a82f3c7c409bb,ifeval,253,Write a travel itinerary for a trip to Paris that is suitable for teenagers with short attention
173,7b7757e1e0941963,ifeval,254,"Before you answer it, just repeat the request below. You need to repeat it exactly as it is. Do "
174,c6df8cc741a6abcd,ifeval,255,what do you call an excluded scientist who is asked to stay home? Please finish your answer with
175,6a9fe93218800406,ifeval,256,"Write a product description for a new product called the ""AirPods Max"". Make sure to use markdow"
176,bd099c2e243fc5cc,ifeval,257,Write a project proposal for how to use machine learning and AI to improve the quality of educat
177,d81f5136f9e2ef19,ifeval,258,"Please write a summary of the following advertiser page: ""We insist on having the most talented "
178,7cdbe40f546fc925,ifeval,259,"Write a cover letter to a local political party, asking to be their rally organizer. Make sure t"
179,5aff1b94c17b80b7,ifeval,26,"Explain in French why it is important to eat healthy foods to heal the body, without using the w"
180,160534440af9f263,ifeval,260,"Is the sentence ""Mrs. Smith is the teacher of this class."" grammatically correct? Give me exactl"
181,ff58247cb06c02e6,ifeval,261,"Can you expand the following sentences: ""I have never seen a localized version of the software. "
182,99aee740682a4638,ifeval,262,What's the best way to get to the train station? Answer using a casual tone and markdown. Your r
183,402766c78c30d7b0,ifeval,263,Create an itinerary for a 3-day trip to Moscow that uses the word founding less than twice. Don'
184,6f9da6e9e5b94133,ifeval,264,Write a facebook post about a flea market in JSON format. Do not include keywords 'flea' and 'JS
185,21a603c01c0c8442,ifeval,265,Write me a poem about a long lasting war. Add a postscript at the end starting with P.P.S
186,9ddc74afe92a5fbb,ifeval,266,Give me a poem about California. The very end of your entire response should read exactly like: 
187,42044c4658ce8425,ifeval,267,The Legend of the Sword and the Fairy is a movie in which Wan Wan is a villain. Write a story ab
188,8bc76198bf17f49c,ifeval,268,What is a lattice? Rewrite the answer to be understandable to a young audience and make sure it'
189,56b09a57b26018f5,ifeval,269,Radcliffe was the only one who could get past the guards. What could be said about him? Please w
190,4331c4e03bf0bdc6,ifeval,27,"Write a funny haiku about moms, containing keywords ""mom"" and ""mother"" in your response. First r"
191,38568c9c44021e3c,ifeval,270,Write a one week itinerary for a trip to the United States with a focus on overcoming the challe
192,40a794a52ab73984,ifeval,271,"Answer the following math problem in a different language, use bullet points, and give alternati"
193,77f187a2d111633a,ifeval,272,Write a joke about a startup that sells dog food in a song. Your entire response should be in En
194,40a01b4a0e0e4819,ifeval,273,"My best friend drowned yesterday and I'm so sad. Can you help me by expressing your condolences,"
195,64333ba5b9fbeaa5,ifeval,274,"Give two different responses to the question ""Is it ethical to hunt and eat invasive species?"", "
196,d573f7f12bebf9a0,ifeval,275,"Rewrite the following sentence to exactly 3 paragraphs, separated by two new lines and without u"
197,f115177351f1c2bd,ifeval,276,Write a speech-like paragraph on the US elections. Make sure to wrap your entire response with d
198,1c40927eb45cea39,ifeval,277,Write a rubric in the form of a poem that lists several items for how to evaluate a poem. The le
199,d418ad583a115b54,ifeval,278,Write an angry rap bash script that downloads all files from a given directory. Don't use any co
200,728bde31c92c37af,ifeval,279,Write a short summary for kids that explains why we want to honour Thayer for his contributions 
201,7aa7e552a6fa4437,ifeval,28,"Rewrite the following statement to make it sound more formal, like a President of the United Sta"
202,5b9cfb5f282b53a8,ifeval,280,What are some good ideas for startup companies? Write a Hindi poem about this. Use only Hindi in
203,ff6da54a556253f2,ifeval,281,"A new time zone is UTC+00:05:28, which is 5 minutes and 28 seconds ahead of UTC. Can you write a"
204,21b8b18e77ce2d1b,ifeval,282,Write a rap about an abyss in exactly 4 paragraphs. Separate paragraphs with the markdown divide
205,58fd40b74791327e,ifeval,283,Can you write rap songs about the history of the prefecture system in Japan? Give exactly two di
206,f30c0027b29ef8e5,ifeval,284,Write a college academic paper about President of the United States being stressed. Make sure no
207,9953e01a75a187c1,ifeval,285,Write a TLDR for the recent conflict between ISIL and the US in conversational bullet points. En
208,8bdc21d48e6e0193,ifeval,286,"Rewrite the following sentence in a style that is unusual: ""But when the people of the land came"
209,7924279ceb82be5e,ifeval,287,"Please rewrite the following sentence in a serious tone, similar to the president of the united "
210,87231563d12593b9,ifeval,288,Give me a logical question about chatting and conquering. Make it interesting. Highlight at leas
211,2b80b95ce0aef923,ifeval,289,"Improve the following text, which is about how to learn a language. Also, provide two alternativ"
212,b1eb2c569acde2ef,ifeval,29,What are the advantages and disadvantages of having supernatural powers? Make it short. Wrap the
213,0a24bb56a52225bd,ifeval,290,can you write a resume for helene? Answer with lowercase letters. Make sure the letter n appears
214,a650cb0fe73934a9,ifeval,291,Gideon is a farmer who has a surplus of crops from his farm this year. What might he do with tha
215,e6e8fbf278018544,ifeval,292,Write a professional haiku in English for moms about an inspirational chorus teacher. It should 
216,52299e89b56ae141,ifeval,293,Create a product description for a product that will help me to stop snoring. Use all lowercase 
217,13388730562407a5,ifeval,294,Write an email to your friend about what triggers you. Make sure to wrap the entire email in dou
218,b8aac688ae52ffbe,ifeval,295,Translate the following sentence into German and then criticize it: Werner was a good friend of 
219,70670aad7fbb983d,ifeval,296,Which was the better team in the 1987-88 season: Tottenham Hotspur or Stockton? Your answer must
220,13f05f8772d82489,ifeval,297,Rewrite the following text so that it is funny to software engineers using notations from the bo
221,989c89ffd3c357f3,ifeval,298,"Write a blog post about how to train a dog that is geared towards kids. Include the keywords ""fi"
222,119ab0010baa231d,ifeval,299,Which of the following is a better way to describe supporting ecological landscapes: (A) the pra
223,79639d9fb2cb54da,ifeval,3,Write an email to my boss telling him that I am quitting. The email must contain a title wrapped
224,f0f0c89feb4fc3ee,ifeval,30,Write a social media post for students of Islamic history about the hajj pilgrimage. Use all low
225,bede79860ca0c6ac,ifeval,300,"What do prehistoric megaliths in Europe look like? Please give exactly two different responses, "
226,08683d26b154e944,ifeval,301,"what is the average iq of a 16 year old boy? In your response, the word comprised should appear "
227,aeae1b3aed70844a,ifeval,302,"Write a summary of the plot of ""The Great Gatsby"" in the style of a tabloid newspaper. Please re"
228,91026fed7a46ad84,ifeval,303,Write a paragraph that lists the average length of various animal specimens from smallest to lar
229,d7224ea63cc767a9,ifeval,304,"Is Grafton, Vermont a good place to live? Write exactly 3 paragraphs each separated with two new"
230,78d95c0117f5adb3,ifeval,305,I want you to act like a DnD dungeon master. I will be the sole player. Create a random class ch
231,6ce2fcd3fa8e2bd0,ifeval,306,"The Broncos have been so bad in the NRL this year, they're getting dust on the trophy cabinet. C"
232,58c326abfd36afc1,ifeval,307,Write a very short resume for a refinery operator who has 5 years of experience working in the c
233,c25368068d051189,ifeval,308,"Write a limerick about a Zelda fan named Rodney. Make sure to include these items: Zelda, Hyrule"
234,34904d8f8d209977,ifeval,309,Can you create a list of mega trends in the tech industry? Wrap your entire response with double
235,fff64f3fe92927b5,ifeval,31,Write a rubric for how to evaluate the technical skills of a software engineer only using the Pu
236,72b3fa023bd0b67a,ifeval,310,"Write a poem about a lonely Hue. The poem should be written for teenagers. In your poem, italici"
237,b913d7ae709863d8,ifeval,311,Tulsa is a professional dog walker. Write a description for Tulsa's day-to-day work. Make sure t
238,3e80c983f25f65fa,ifeval,312,Melbourne has a newspaper called the Herald Sun. Can you suggest a name for a new newspaper for 
239,fb3f45ffb9ac485e,ifeval,313,"Write a funny note to McQueen, using <br> to separate lines. Start with a funny greeting and inc"
240,8b53185b5c7a3b5a,ifeval,314,Write a casual summary of the U.S. maternity leave policy with two sections (Section 1 and Secti
241,0aaba76c0a8c4a0c,ifeval,315,Given that the French Revolution began because the French King tried to tax the people of France
242,0fe3e792795b2113,ifeval,316,Please write the answer to this question in markdown as a song: To what constituency was David C
243,4f4b72b164421fa2,ifeval,317,"Write a tweet for the president of the United States. The tweet should include the keywords ""eng"
244,9d265f11b4da59e3,ifeval,318,"Please elaborate on the following text: ""It's not a bug, it's a feature!"" Write exactly 2 bullet"
245,803730ed94f4be7d,ifeval,319,A young couple that just got married is going to Seattle for two days. They're flying from New Y
246,f818c4977490de9a,ifeval,32,Write a riddle for kids about auspices but make sure you don't use any commas.
247,8795918065803abd,ifeval,320,Write a limerick about a guy named Dave that is funny to moms. The limerick should end with the 
248,23ccd6abeb83e7d0,ifeval,321,"I've got a collection of military insignia that I'd like to get rid of, but I don't know how. Ca"
249,bd4e874af2102b1c,ifeval,322,Please give me some recommendations for good books about the history of the United States. Your 
250,ce060f23c93f4f08,ifeval,323,Write a cover letter for a job in Ventura that is funny and would be enjoyed by someone named Da
251,0d5d8528970f297d,ifeval,324,"Write a haiku about foolish behavior in the form of a question, for an audience of young readers"
252,92f895c1f480c4f7,ifeval,325,We are a company that sells a product that makes it easy to find and book a hotel room. We are l
253,eb4b451ed0a38220,ifeval,326,"Write a cover letter for a job in a tech company. Make sure to use the word ""the"" once or less."
254,93fcbc4462193b26,ifeval,327,"Write a document entirely in the Portuguese language, no other language is allowed, about Adam a"
255,a63a85fce9fe99eb,ifeval,328,Write a song about the benefits of eating your vegetables. Please make sure it is in English and
256,2082b7e072a85511,ifeval,329,Write a rant about how an asteroid killed the dinosaurs in all capital letters and in English. E
257,4c9618e47c067f2c,ifeval,33,Write a template for a chat bot that takes a user's location and gives them the weather forecast
258,a3b49a23bda53d11,ifeval,330,"Write a limerick about the word ""limerick"". Make sure it is funny and includes the words ""limeri"
259,7c7724f3be133215,ifeval,331,"Write a blog post about the benefits of using a digital marketing agency, make sure to write at "
260,f0da3bf76abece71,ifeval,332,Write a description for the Pixel 3A smartphone with at least 400 words. Wrap your entire respon
261,6cae459ec1cfabce,ifeval,333,"The opposite of youth is not age, but ...? Highlight at least 2 sections in your answer with mar"
