atlas_idx,item_id,split_index,question
39,048edb1a324e53d7,4162,Personal Care and Style: How to manage your excitement. Have fun to take your mind off excitemen
40,f9e4197f8dd393cf,5893,Health: How to make good use of a bad mood. Think about whether your bad mood is caused by stres
41,2b88e4d09cc556db,7710,Cars & Other Vehicles: How to redeem your repossessed car. Find your deadline. After the lender 
42,b41a52113b979646,9397,Pets and Animals: How to deal with abscesses on newly born puppies. Look for a red and enlarged 
43,a75b3fa6b6839ab3,4075,Family Life: How to know what to expect on a newborn's skin. Note your newborn's skin tone. At b
44,b1e3815e76346df8,4775,"Family Life: How to know why a child (under 2) is crying. Listen for a loud cry, almost a wail. "
45,09a08e2a4ccf2d25,9258,Personal Care and Style: How to do undercut hair for men. Choose the right clipper for the perso
46,744f28513797a001,9077,Family Life: How to be a successful muslim husband. Talk with your spouse. Ask about their feeli
47,f8f41f1e609a88e4,7005,Work World: How to be a radio board operator. Obtain your high school diploma. You can learn man
48,489acb2b08a1a4e4,5782,Youth: How to dress like a skater. Dress like a skater because you like the look. So maybe you a
49,9ae914977a76044b,2321,Having an ice cream: A man comes onto the screen and introduces a video about how to make coffee
50,fef6b8a28cc13d8a,6385,Personal Care and Style: How to make cleopatra's milk bath. Fill a large jar with 1 to 2 cups (2
51,fea2c8effc74b481,2130,"Running a marathon: A weather map is shown for a second, then two news women sitting at a desk. "
52,35f7aa9a4225b13a,5790,Relationships: How to be a gentleman towards girls. Be polite. When you meet a girl for the firs
53,e9bcf8fcafade286,5674,Family Life: How to identify and treat different types of diaper rash. Look for physical symptom
54,ffc7110826dde895,4762,Relationships: How to be honourable. Be the person you say you are. It's easy to be a pleasant p
55,bae7ee7756ef6815,2474,Disc dog: A woman is playing with a dog. The dog
56,a5dd7db6c2be757a,3210,Cutting the grass: A man is kneeling down on grass. He
57,dc2cf8c61f9db0d5,7418,Cars & Other Vehicles: How to mount a led headlamp (miner's lamp) light and rear blinker on a bi
58,c7ad0bbee78d5be1,8836,Food and Entertaining: How to use sambal oelek. Use it wherever you'd use hot sauce. Sambal oele
59,cc31bc552a2fd605,5532,Personal Care and Style: How to make leather gloves. Trace your hand onto paper. Lay your non-do
60,d7efcba86bfaa9b0,7475,Personal Care and Style: How to make a sarong. Measure your waist. Sarongs are generally just la
61,8045d2ef7fef4c36,6780,"Relationships: How to get over someone quickly. Take some time to grieve, if you need to. This i"
62,d51caebb0e29b2cc,813,Doing karate: The girl ends her routing a little further from the point she started and firmly d
63,0e12316a3c8e2211,8110,Food and Entertaining: How to cold brew coffee. Buy good quality medium roast coffee beans. The 
64,583f5dd64118fd72,3818,Finance and Business: How to get married in north carolina. Find your local county clerk's offic
65,ac2e39d9e7a8cafc,7797,Cars & Other Vehicles: How to save money renting a car in the united states. Check online travel
66,0d12e99f7456ea19,4069,Personal Care and Style: How to study at the last minute. Focus on your weak spots. Because you 
67,6ae2c2e6ccc34192,7094,Personal Care and Style: How to use brow potion to grow eyebrows. Look for over the counter brow
68,0c9b7be324da87c0,8696,Pets and Animals: How to help a cat with ataxia. Administer prescribed medications. In order for
69,d86d7a734ba6b500,4317,Relationships: How to find a sugar daddy. Know what you're looking for. Before you start looking
70,4e77b913ac3a4290,3860,Personal Care and Style: How to keep a woman's underarms hairfree. Use a sharp razor. Dull razor
71,f7d41438ac33641e,913,Croquet: A man is seen walking across a yard while holding a stick in his hand. The man is then 
72,76a0d5b1e8aa7794,1472,"Making a lemonade: At an oven, she prepares simple sugar with water and sugar. She mixes all of "
73,1de972df7fc2bd59,7421,Personal Care and Style: How to pluck facial hair. Clean your skin. It is important to start wit
74,12c14842127f5aa7,9775,"Personal Care and Style: How to use moroccan argan oil. Double-cleanse with argan oil, followed "
75,7111114a9248de7b,2097,"Clean and jerk: A man walks up to a barbell and bends over, lifting at the knees. He lifts the b"
76,d07652b062ab4504,4084,Personal Care and Style: How to grow sideburns. Grow your facial hair for at least 4 weeks. Your
77,fbe61855358e716c,124,Mooping floor: A man is mopping the floor with a mop. Another boy attempts to walk through where
78,de375886a76f2202,8380,Family Life: How to help your kids feel safe. Brainstorm the plans you need. Sit down with your 
79,e8da5ac279d1493f,8504,Relationships: How to know what it means to love someone. Know that you focus on someone else's 
80,959defcc449bbd72,4946,Home and Garden: How to caulk a shower drain. Locate the screws on either side of the grid strai
81,67640f383b64d71a,1547,Playing saxophone: A large group of people are seen wandering around a city square with a young 
82,9798403a10339f0d,768,Ice fishing: A person is seen walking along the snow and pulling a sled behind him. The person c
83,345ae2995d443c99,8503,Computers and Electronics: How to install sql server 2005. Put the sql server 2005 cd in the cd-
84,129dca7801ac54e5,5795,Health: How to diagnose post traumatic stress disorder. Recognize the presence of a traumatic ev
85,8563919b51e2b16a,650,Removing curlers: This woman is showing viewers how to get big bouncy curls using hot rollers. F
86,c7d7467e0d724f10,5346,Personal Care and Style: How to condition african hair with olive oil. Put your hair up in 3-4 c
87,3567a3dee6bd7251,6928,Personal Care and Style: How to dress for fall. Plan on layering your clothes. Temperatures fluc
88,5b117b61c8f165f5,2799,"Playing beach volleyball: A group is on the beach, playing volleyball. They"
89,6d5b6fc4cb90425a,5110,Personal Care and Style: How to deal with frizzy hair. Wash your hair only a few times a week. Y
90,a0d5330b5479c280,8118,Computers and Electronics: How to get a hard boiled egg out of a bottle. Gather the necessary ma
91,161d197f31ca886c,526,"Making a cake: A white screen appears with his logo on the left, and all of his detailed informa"
92,1e650da5267a4f58,6300,Education and Communications: How to tackle difficult reading material. Read the title and think
93,259941e881c22942,7084,Personal Care and Style: How to confront others about their poor hygiene. Set a goal for the con
94,9afa88278515b6da,5955,Personal Care and Style: How to get ready to go out. Choose your footwear. Pick shoes that match
95,a55c0af49fa74b6e,4260,Personal Care and Style: How to condition your hair. Condition after every shampoo. Shampoo is d
96,b58a6fd54b8b2d14,8730,Personal Care and Style: How to bleach your hair at home. Assess the risk. The best results happ
97,e82e556bab1ee6b0,5357,Family Life: How to label clothes for daycare. Stay organized by creating a system for labeling 
98,8007a7dc9be12b17,147,Skiing: People are standing on a hill of snow. People are snowboarding down a hill of snow. Peop
99,08f61dbf7f191c10,871,"Wakeboarding: People walk holding surfboards, then they board a boat. A man water ski"
100,8adba17afe314d01,6956,Family Life: How to wear a ring sling. Pass the tail through the rings. Begin by holding the sli
101,a53fe1dbebbae469,5141,Food and Entertaining: How to make almond paste. Bring water to a boil. Fill a small saucepan 2/
102,fc71f3c0d117e4cd,389,Playing drums: A young man is seen playing drums in front of an audience. Other people
103,d1f622645edf96d3,9311,Home and Garden: How to build a seawall. Survey the area. Walk along the area where you intend t
104,762d370eb7d2a534,7881,Personal Care and Style: How to make shoes last longer. Keep your shoes in the box for long-term
105,f58b0005774f38a2,1114,Getting a haircut: A blurry black and white video plays of a woman opening glass doors as the vi
106,7b03693f55ed9381,8124,Family Life: How to deal with death. Give yourself time to grieve. The finality of the death may
107,272f1b339c048ab7,5943,Family Life: How to throw a hawaiian wedding reception. Choose traditional hawaiian attire for t
108,c66c1d4b14ac52f0,8039,Personal Care and Style: How to wear a fur stole. Choose a real fur stole for a luxurious option
109,50d1b8006ae5dd82,7039,Computers and Electronics: How to get into a good pre medical program after high school. Know th
110,9f043b232637def0,5073,Finance and Business: How to cancel a real estate contract. Recognize the difference between buy
111,b09dde7d5c1528a3,9974,Personal Care and Style: How to put a streak of color in your hair. Choose a type of colored hai
112,5fb278100c3e915d,2774,Calf roping: The bull is released and a man on a horse chases after it. The man jumps off the ho
113,bed89cdbee5e270f,9322,Pets and Animals: How to clean a cockatoo cage. Put a fresh liner in the cage. Take out the old 
114,a156aa4c53a61c75,4570,Family Life: How to calm an upset or angry child. Ask them what's wrong. This is an important st
115,032deec86f08fe2f,2484,Clean and jerk: A woman in a black shirt is bent over. She
116,41743e9802632c6d,3794,Family Life: How to cradle hold a baby. Bend down to pick up the baby. Rather than lifting the b
117,c6cca9b5d9fac911,7243,Personal Care and Style: How to have a nice hairstyle when you are obese. Take good care of your
118,4124c865e8a6abdc,8720,Finance and Business: How to be financially disciplined. Organize all your financial documents. 
119,52e79b47cacde29d,9330,Home and Garden: How to make an emergency flash diffuser. Realize when you need to use a diffuse
120,cffaa8b6117996c6,6170,Personal Care and Style: How to create star nail art. Gather your materials. Painting simple sta
121,2f07b3272f507039,9434,Personal Care and Style: How to mix colors to make dark blue. Squeeze the amount of blue paint y
122,36991c191b0692e3,418,Ice fishing: Two men are standing on the ice fishing. A man
123,55a0ba21fcdbbd58,4798,"Personal Care and Style: How to do a cut crease. Start with a bare face. This way, you won't hav"
124,0c97a7e792175d69,6161,Pets and Animals: How to calm a vicious rabbit. Show the rabbit it's hurting you if it bites. Ma
125,692b88cbfd4ea0ec,8360,Family Life: How to delay your baby's first bath. Find out the hospital protocol regarding bathi
126,74e7fb3f63c05abd,281,Tai chi: We see a man standing in a room. The man
127,132126fd385211e7,6601,Personal Care and Style: How to put on tights. Choose the right size of tights. The most importa
128,5d35b954523cf9aa,2722,Shoveling snow: We see an opening screen with a black background. We see a lot of people moving 
129,5a75bf413262646e,9407,Health: How to apply bactroban. Wash your hands. Before (and after) applying bactroban to your s
130,f83c3642105be720,680,"High jump: The man jumps again but this time at 5'10 high, he clears it, and once again it repla"
131,4dd4784de9b1ac1e,3600,Personal Care and Style: How to make a jean jacket look worn. Use a sanding tool on the seam. In
132,1501c041d30b7f1b,3902,Food and Entertaining: How to make caldo tlalpeno. Bring the broth to a boil. Add 6 cups (1.4 l)
133,1e361239bddcb4c9,682,"High jump: Now the man is getting ready to jump and this one is 6'2 feet high, he clears it, lan"
134,56839a8d5ea2f006,5702,Personal Care and Style: How to take care of your face (females ). The first thing you should do
135,bb7803a368f5610c,9884,Health: How to prevent young adult adderall abuse. Don't share prescription medications and keep
136,33e8aec17139855d,4926,Personal Care and Style: How to reduce accidents in the workplace. Put formal safety policies an
137,c311db5d11cdb564,4177,Pets and Animals: How to buy a dog crate. Look for a cage based on safety and sufficient size. T
138,70becedd48061014,9697,Personal Care and Style: How to tame poofy hair. Wash your hair as infrequently as possible. You
139,757802417591e11c,2830,Layup drill in basketball: A boy in a blue t-shirt bounces two basketballs in a gym while blocki
140,dac18740a0bb7ce2,5347,Health: How to make a homemade ear cleaner. Get a small bottle. You can either get an ear droppe
141,e34dc5b525b0c0b9,9941,Food and Entertaining: How to study islam. Find out if there are any mosques in your area. The m
142,153882024d145faa,10026,Relationships: How to get even. Play it cool for the time being. Sometimes getting even is a way
143,32313f2453f5f7b9,2452,BMX: People are lined up to race bicycles. They race bicycles around the track. A man
144,92feba5acf6a3741,8123,Home and Garden: How to clean a ceramic sink. Dampen your sink. Before you apply the baking soda
145,7280c4de5fd777f9,1073,Cheerleading: A couple of girls are standing in the front yard. They
146,e557f78a57fae362,6799,"Personal Care and Style: How to wear denim to work. Go for darker shades of denim. In general, t"
147,5588f0db84312eed,666,"Camel ride: The woman are waving and a man behind the camera is asking them to wave, look and sa"
148,c9845dbfb7efbe4c,6370,Personal Care and Style: How to make flaxseed hair gel. Soak the flaxseeds overnight. This incre
149,8d32534efb43b1f0,4091,Health: How to get rid of a hangover. Drink plenty of water. The dehydration caused by alcohol c
150,4d417f300c5dcb0b,1005,Using uneven bars: A man is shown talking to the camera and leads into an athletic girl swinging
151,9c855205ef177a65,3625,"Pets and Animals: How to take care of a lost pigeon. Seek urgent care. If the pigeon is shaking,"
152,35318b480fb0d459,8349,"Home and Garden: How to sand drywall. Put down drop cloths. When you sand drywall, you are going"
153,5cc6f2b9d416881f,5100,Education and Communications: How to get an a without reading the book. If there is a movie adap
154,6af5328236a7a8f7,7620,Family Life: How to introduce your toddler to art. Let them explore materials. With young childr
155,cea9a38849f1d139,9286,Food and Entertaining: How to cook liver and onions. Put 2 tablespoons of butter or margarine in
156,93dbd0dedd057f3d,4546,Personal Care and Style: How to use a collagen lip mask. Decide on a collagen lip mask. Lip mask
157,aa8e92237390cbb9,4158,Food and Entertaining: How to communicate with an elderly parent. Stay in touch with your parent
158,021989b4e30b4228,8515,"Health: How to prepare for cancer treatment. Process your feelings. This is important, and will "
159,55ea8f1d8a37ce45,6060,Travel: How to stay in a dormitory hotel without trouble. Pick the right hotel/hostel for your p
160,47f66ed40ae75ceb,6468,Food and Entertaining: How to chlorine wash a pool. Drain your pool. Before you can chlorine was
161,d9a1777e1cb6a51c,1947,Clipping cat claws: The lady shows us nail clippers. The lady clips her cats claws. The lady sho
162,50ea6b4c891fbd79,6568,Personal Care and Style: How to stop hard water from ruining your skin. Moisturize skin after wa
163,925e15da6a78bfa9,7,Sumo: A cartoon animation video is shown with people wandering around and rockets being shot. Tw
164,f603dc718d88834e,704,Ice fishing: Three men are standing are outdoors standing around two holes ice fishing. The men
165,76d3dfc2ac776f39,8737,Personal Care and Style: How to use talcum powder safely. Use it for male irritation. Talcum pow
166,104cae22efd4e477,6143,Education and Communications: How to keep a wine journal. Consider a regular notebook for use as
167,e18fcb06904f11e2,7487,Health: How to stay safe when shoveling snow. Don't underestimate the task or overestimate your 
168,8d5e14ca21972cf0,8003,Pets and Animals: How to keep a cat from running out the door. Use an alternate entrance and exi
169,fce7ad5185cb3a97,5416,Youth: How to use body language to keep a guy wanting more. Communicate with your eyes. Your eye
170,84827f5cb6fb8219,1596,Sharpening knives: A man is standing at a counter with a smith knife. He demonstrates how to sha
171,8706e2d121ae07d3,3561,Personal Care and Style: How to make a green tea body wrap. Gather your supplies. You can find m
172,5d73a01aae8d1981,1021,Mowing the lawn: A young boy wearing sunglasses is shown pushing a long a lawn mower across a la
173,59921636eb0d5568,4541,Personal Care and Style: How to use cold cream to reduce acne. Choose a cold cream from the drug
174,e3314c279e9a026d,574,Snatch: People works in a construction site. A construction worker
175,1e21fbfb8b65a7fd,6102,Family Life: How to choose an unconventional engagement ring. Determine the colors they prefer. 
176,a586d18ccc6a29cb,457,Kneeling: A fit man is in a mirrored room with wooden floors and is talking while he is moving o
177,cb2ef0978ddba73b,988,Tennis serve with ball bouncing: Then the person in white begins taking about more about the ten
178,f3cfb6491dc18118,3506,Computers and Electronics: How to use duolingo. Sign up via facebook or email. When you visit du
179,3ef9a5f01d70bb0e,9949,Computers and Electronics: How to plant pansies in containers and pots. Consider buying containe
180,44212905496b59f4,8867,Family Life: How to nebulize a toddler. Talk to your doctor. Before you use a nebulizer with you
181,9c6090d5a19f0034,4,High jump: The boy lifts his body above the height of a pole. The boy lands on his back on to a 
182,e4033f7863f00f5e,1589,Wakeboarding: A man in a neon coat is driving a car with the camera on a stick outside the windo
183,c55258651d6aaa45,1400,"Preparing pasta: Finally, the sauce is done and all of the ingredients are compiled and cheese i"
184,f59e52248ccb7389,9846,"Food and Entertaining: How to make lemon and pistachio tart. Place flour, sugar, lemon zest, sal"
185,b24f48e56bdc1a1c,6193,"Personal Care and Style: How to go ash blonde. Get your hair to a level 9/10, which is light blo"
186,cdba85eb0e1469a5,6140,Personal Care and Style: How to clean fake jewelry. Collect the jewelry that needs to be cleaned
187,e4dccd3f2e57c050,82,Baton twirling: The girl begins to incorporate her arms and does a flip and continues to flip th
188,f76e4da72b425509,169,Playing harmonica: A man is shown standing in front of a blue background as many harmonicas are 
189,be47d37292713ddc,4974,Health: How to get rid of stress balls on your neck. Try self-massage. The simplest method to tr
190,059a9f607e3cee86,388,Doing karate: He begins to show several different clips from the show. He also comments about di
191,eb26a38aade5784e,3418,Personal Care and Style: How to do your makeup when you are running late. Even out your skin ton
192,b7f57a4742baccf4,2000,Kneeling: A man is kneeling down on a blue mat. Another man
193,b3c9c887e21e1b7f,2542,Using parallel bars: There are several gymnasts performing in a large gymnasium with some specta
194,b36368cead0b42b6,7208,Personal Care and Style: How to accentuate your bust with swimsuit tops. Consider changing up th
195,e343a92398caf9ab,2405,Surfing: Boy wearing a wetsuit is surfing. Boy wearing a t - shirt
196,62f738cd795ed42c,2769,Sumo: Several people are shown in images gathered outside a building. Two cartoon sumo wrestlers
197,42dccd4e5544c4f3,5954,Personal Care and Style: How to style overalls. Wear black overalls with a button-down shirt for
198,f3f1c034812f1ea9,6752,Sports and Fitness: How to drive a golf cart. Understand golf carts. Golf carts are classified u
199,e140b84421f13d7d,3162,"Playing harmonica: On the late night show the guest is neil patrick harris, he is very excited t"
200,8a361e9efd601054,9646,Personal Care and Style: How to apply feminine makeup. Apply a yellow-based sheer water-based li
201,704f6cb5984f775b,1038,Playing saxophone: A man dressed in black plays a saxophone on a pool patio. The saxophone playe
202,24656104f244d5b3,7924,Philosophy and Religion: How to earn fuel rewards. Research fuel rewards programs. Many differen
203,57a3637053ab64dc,5607,Education and Communications: How to make a volcano. Lay down a sheet of wax paper. Place a cont
204,927e7637fb605d00,1648,Clean and jerk: Young man is in the middle of stage and its spreading white cram on his hands an
205,b0f75cfd4b62f293,9833,Education and Communications: How to refill a stapler. Open up the standard or mini stapler. On 
206,a4064f2b7eb47b78,7644,Travel: How to get to krakow. Catch a direct flight to kraków airport (john paul ii internationa
207,206fa71c8bd1cf8f,3462,Family Life: How to deal with stress when watching kids. Practice deep breathing. Stress causes 
208,0c84ff3bce370ce5,7160,Finance and Business: How to deal with credit card anxiety. Come to terms with the fact that you
209,a3f0818e8242be51,3813,Personal Care and Style: How to avoid common makeup errors for the over 40s. Don't give up using
210,a1f5eaacbca52bc9,1183,Sharpening knives: An introduction comes onto the screen for a video about working in the kitche
211,f87cc3354dcf915f,1845,Playing piano: A man is seated at a piano. He
212,41c9c053f174b8a2,4525,Youth: How to be a preteen who is reasonably mature. Date only people who you truly like. Being 
213,7958ac231d866954,2723,Shoveling snow: A man throws snow on a lady. A man throws snow on people. A person is stuck in t
214,0e48f3656994a092,8077,Personal Care and Style: How to use bath salts. Choose your bath salts. You can buy or make your
215,591dfc57b914c1c7,7961,Finance and Business: How to get a quit claim deed. Seek help from an attorney or title company.
216,46796815d3f17b11,1505,Baking cookies: We see a man in a room in front of a bookshelf with a cookie. The cookie
217,47292e6d1a50aa57,4062,Food and Entertaining: How to make lemon sorbet. Mix 1 cup (200 g) sugar and 1 cup (8 oz) water 
218,e222f94aa9f3f259,5032,Cars & Other Vehicles: How to use the rear view mirror. Position your seat. Before you adjust yo
219,1c61b62757d899c9,1815,Layup drill in basketball: A boy catches and tosses the ball behind him which is caught by anoth
220,ba3dd67a831fda45,4259,"Finance and Business: How to start a club. Brainstorm. Before you start your club, you'll have t"
221,9bd83d7666da2078,6739,"Personal Care and Style: How to make brown sauce. Cook the onion and carrot. In a medium, heavy-"
222,ccb801e2006117b8,1590,Clean and jerk: . A very slow playing video of a very strong man
223,00c6d7584451119c,2497,Running a marathon: . Various shots of a person running after dark
224,2aa8d13f229d9815,9919,Family Life: How to avoid moving in with your parents. Start saving immediately. The best way to
225,366e659ce76e4e40,3907,Personal Care and Style: How to dress sexy but casual. Combine your casual clothing with sexier 
226,1d29b3715f2bf245,4434,Personal Care and Style: How to give yourself a scalp massage. Find a relaxing place to sit. Cho
227,fe206556d2cda6ab,324,Washing face: . A woman with her hair up in a towel
228,c55e35ec843b2642,3779,"Personal Care and Style: How to make your hair healthy, smooth and shiny. Comb or brush your hai"
229,88dd0a6b0bdf42ce,6852,"Health: How to cheer up. Stop thinking about your situation. Avoid ruminating, or dwelling, on y"
230,e43a0901b08eeb46,4125,Finance and Business: How to figure out your yearly salary. Find out your hourly wage. You proba
231,2f10fc7598ce28c4,8876,Relationships: How to tell someone you still love them. Make sure that you mean it. If you're go
232,9dc236f52bc3d5d6,918,Rock-paper-scissors: A small group of children are seen playing hand games with one another and 
233,2feb497667b9d8f2,8261,"Personal Care and Style: How to clean hunter boots. Wet a washcloth with warm water. The hotter,"
234,058da30d2b91cd10,1287,Doing a powerbomb: Two of the boys pick the little girl up and prop her on the shoulders of the 
235,87f2d41f49556ef7,6452,Personal Care and Style: How to make jewelry cleaner. Select a mild cleaning agent for your home
236,1ab64d70850f7616,7559,"Food and Entertaining: How to prepare oolong tea. Choose your tea set. For most tea drinkers, a "
237,9ff17f8904d76bab,4256,Home and Garden: How to sew a handy tool belt from an old pair of jeans. Find a pair of old jean
238,04b75da56b5fa3ab,361,Beer pong: A close up of solo cups are shown followed by a man throwing balls. A person
239,f0dc9e084a210f76,9847,Personal Care and Style: How to make flower nail art. Remove any chipped polish left on your nai
240,6555dadfee30211b,9804,Home and Garden: How to sleep in a hammock. Get a hammock made of nylon. Look for hammocks made 
241,e2ed7c1a8c42bddf,2622,Building sandcastles: A group of kids and adults are trying to catch crabs in the rocks. A man
242,dc4ba78762685abf,9296,"Food and Entertaining: How to make a caesar drink. Select a glass. Use a large glass, such as a "
243,1cf453e4bfa71850,6858,Personal Care and Style: How to use hair gloss. Choose a clear gloss to add shine. If you want t
244,bc3699d2fde5de29,1740,Drum corps: People are standing up playing the drums. Two people in red shirts are playing bass 
245,4eb73ad9d229d0bc,9151,Computers and Electronics: How to operate an ipod touch. Charge your ipod touch. When you first 
246,69d6ec18f5fae056,2328,"Doing crunches: Once she has secured herself on the bag, she begins doing a set of crunches by p"
247,eb5d5fac40adfb5d,8262,Health: How to be a kansas city royals fan. Get yourself a royals jersey. A baseball cap is also
248,bdbb5df81f3add3f,1241,Cleaning windows: As he does this he explains his methods. Using the same rag he moves to the ot
249,814454aad0997726,6694,"Personal Care and Style: How to hide your period supplies. Choose an opaque, boring-looking box."
250,b80ec17d8b40344b,1157,Painting furniture: A man demonstrates how to spray varnish a chest of drawers using a spray noz
251,f06c8662a59da244,7826,Personal Care and Style: How to shape eyebrows. Determine where your inner brow should end. Hold
252,35765cc404a2155b,8718,Personal Care and Style: How to remove dye from hair. Purchase dandruff shampoo. You can get thi
253,633381b011bc76a4,6555,Family Life: How to deal with an extremely codependent family. Understand signs of codependency.
254,a212159679e05344,9328,Personal Care and Style: How to make a rope braid with only two strands. Brush your hair. Your h
255,91d8f73fe44de780,5097,Health: How to use grape seed extract. Purchase grape seed extract. Grape seed extract is a bypr
256,fe8c35d48fa64dba,640,Kneeling: We see a man on the floor adjusting the camera. The man
257,969771afd29afaaa,7109,Work World: How to make zoodle soup. Use a spiralizer. This is the preferred tool for many peopl
258,a86a409d83840487,2779,Cutting the grass: We see the man take a handful of grass and wipe the scythe head with it. The 
259,88e04009996e28dd,7751,Personal Care and Style: How to buy pads without being embarrassed. Buy several other items whil
260,ecaae50269b10439,6673,Personal Care and Style: How to conceal bags under your eyes. Choose your concealer. To combat t
261,d4dede5b4fc5ed2a,2270,Snow tubing: People are sledding down a snowy hill on an inner tube. They stop at the bottom of 
262,c99945a8e2ad4197,8414,Personal Care and Style: How to get hair dye off your face. Buy a toothpaste to remove the hair 
263,920b6f47221bf3ff,428,Washing face: Both of the girls are laughing and joking with one another until they start to was
264,22bebb84b4974a06,8990,Computers and Electronics: How to post to a facebook group on pc or mac. Go to https: // www.fac
265,f239fddb1d787b7d,5146,Food and Entertaining: How to make canape of filo wrapped asparagus. Pre-heat your oven to 220 °
266,8e60985bb34392af,2734,Ice fishing: A man with a thick mustache is dressed in winter clothing is sitting on a white buc
267,7ab395a9515c6e73,10003,Personal Care and Style: How to enforce change in your personal life and work. Overcome the fear
268,8926f2f3f576ea80,9188,Finance and Business: How to protect your writing against plagiarism. Avoid publishing online. W
269,b9d0bf8b25d98bd4,7393,Computers and Electronics: How to etch a circuit board. Put on the goggles and gloves (non-optio
270,3e4311454490b924,7158,Youth: How to attract boys. Think about what kind of style you'd like to have. Your style can sh
271,eb11cdadfe00090a,7891,Home and Garden: How to replace a door sill. Measure the existing door threshold for length and 
272,36a96b2d7b061c55,10001,Food and Entertaining: How to fix soggy rice. Let the water evaporate if there is water sitting 
273,f6b81b4e1d449055,7314,Computers and Electronics: How to discipline a teenager. Make your expectations clear. One of th
274,78c094278a43df91,1508,Mowing the lawn: A man is standing outside in his front lawn with his mower. He
275,43cb0486b4d21ba2,2558,Shuffleboard: We see a girl walking slowly with a shuffleboard pole and pushing a puck. The lady
