model,pirt_accuracy,theta,n_subset_items,n_all_items,actual_accuracy,se_reached,error,abs_error,squared_error
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,0.16263706556117527,-1.405715817332347,18,3965,0.3023959646910467,0.09728931726423748,-0.1397588991298714,0.1397588991298714,0.019532549885993573
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,0.1750465661557743,-1.2702325082272332,9,3965,0.31223203026481716,0.0906139590803048,-0.13718546410904287,0.13718546410904287,0.01881985156281349
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,0.17486797571270576,-1.2732511536836344,10,3965,0.2378310214375788,0.09505128073769785,-0.06296304572487305,0.06296304572487305,0.003964345126952454
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,0.2935242526392293,-0.7071272075582526,8,3965,0.2085750315258512,0.036867001282125104,0.08494922111337813,0.08494922111337813,0.007216370167769609
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,0.29462451108218995,-0.7028192666447752,8,3965,0.3023959646910467,0.016878277625530003,-0.0077714536088567265,0.0077714536088567265,6.039549119461224e-05
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,0.1750465661557743,-1.2702325082272332,9,3965,0.2844892812105927,0.0906139590803048,-0.1094427150548184,0.1094427150548184,0.011977707878570174
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,0.29462451108218995,-0.7028192666447752,8,3965,0.30063051702395965,0.016878277625530003,-0.006006005941769699,0.006006005941769699,3.6072107372572926e-05
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.1,0.1750465661557743,-1.2702325082272332,9,3965,0.29281210592686,0.0906139590803048,-0.11776553977108573,0.11776553977108573,0.013868722357575174
LEESM/llama-2-7b-hf-lora-oki10p,0.09382611001503739,-3.7255422239528393,51,3965,0.3475409836065574,0.09354297378551225,-0.25371487359152,0.25371487359152,0.06437123708156098
LilRg/10PRYMMAL-3B-slerp,0.783563679277601,1.078569750574534,8,3965,0.5909205548549811,0.0958277499131804,0.19264312442261988,0.19264312442261988,0.03711137338730901
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.32525490566958376,-0.6168385574482175,8,3965,0.21941992433795712,0.041726618309262026,0.10583498133162664,0.10583498133162664,0.01120104327346576
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.5421688973259357,0.155544660900665,10,3965,0.491046658259773,0.08552709100106097,0.051122239066162645,0.051122239066162645,0.002613483327137886
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.4575128144313499,-0.18464430622777736,9,3965,0.2569987389659521,0.09988286127879502,0.2005140754653978,0.2005140754653978,0.04020589445974324
NotASI/FineTome-v1.5-Llama3.2-1B-1007,0.4575128144313499,-0.18464430622777736,9,3965,0.241109709962169,0.09988286127879502,0.2164031044691809,0.2164031044691809,0.04683030362389922
NousResearch/Hermes-3-Llama-3.2-3B,0.39387177515957644,-0.41650263476833127,18,3965,0.4254728877679697,0.048014624383379806,-0.03160111260839327,0.03160111260839327,0.000998630318088352
Novaciano/ASTAROTH-3.2-1B,0.31735952395941247,-0.6388293958175842,10,3965,0.28045397225725094,0.07498392134586077,0.03690555170216153,0.03690555170216153,0.0013620197464409179
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.4968878115281018,-0.02471541948874887,17,3965,0.45094577553593945,0.07506235552959079,0.045942035992162344,0.045942035992162344,0.0021106706711051405
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,0.6190898322974264,0.4535936657005179,8,3965,0.4317780580075662,0.0761841293912894,0.18731177428986023,0.18731177428986023,0.03508570078761555
Qwen/Qwen2.5-3B-Instruct,0.6190898322974264,0.4535936657005179,8,3965,0.4938209331651955,0.0761841293912894,0.12526889913223094,0.12526889913223094,0.01569229708980105
RezVortex/Jajuka-3b,0.4968878115281018,-0.02471541948874887,17,3965,0.46153846153846156,0.07506235552959079,0.03534934998964023,0.03534934998964023,0.0012495765446900778
Sakalti/Sailor-japanese,0.09392356194326007,-3.6874894167159296,93,3965,0.17023959646910466,0.0982209512906448,-0.0763160345258446,0.0763160345258446,0.0058241371257499045
Sakalti/Saka-1.5B,0.33075390208698974,-0.6020808978079939,8,3965,0.39092055485498106,0.024531176601060932,-0.060166652767991324,0.060166652767991324,0.003620026105304038
Sakalti/tara-3.8B,0.783563679277601,1.078569750574534,8,3965,0.5185372005044137,0.0958277499131804,0.2650264787731873,0.2650264787731873,0.0702390344509147
SultanR/SmolTulu-1.7b-Reinforced,0.3542879216441811,-0.5359743740307785,8,3965,0.3674653215636822,0.04986541258605248,-0.01317739991950112,0.01317739991950112,0.00017364386863846814
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.783563679277601,1.078569750574534,8,3965,0.6259773013871375,0.0958277499131804,0.15758637789046348,0.15758637789046348,0.024833466496635957
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,0.30473947752435393,-0.6725889509345309,8,3965,0.35788146279949556,0.044899704668833196,-0.053141985275141634,0.053141985275141634,0.0028240705989833704
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.3648095598400423,-0.5049774200228436,8,3965,0.20504413619167716,0.022729674017704586,0.15976542364836516,0.15976542364836516,0.025524990593541595
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,0.3860330639285171,-0.44124224786882243,10,3965,0.30794451450189153,0.07411944389486508,0.07808854942662558,0.07808854942662558,0.006097821551554546
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.39261285849420613,-0.41838688081199493,8,3965,0.32736443883984867,0.04637787085370399,0.06524841965435746,0.06524841965435746,0.004257356267391141
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.36292146374599077,-0.511065366376089,8,3965,0.4459016393442623,0.03317171196510261,-0.08298017559827153,0.08298017559827153,0.006885709542319978
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,0.3557011699253892,-0.5321900594648477,8,3965,0.45422446406052963,0.051226408252439015,-0.09852329413514044,0.09852329413514044,0.009706839487239398
akhadangi/Llama3.2.1B.0.1-Last,0.33104261594960244,-0.6005367336626268,8,3965,0.31853720050441364,0.013099372754777459,0.012505415445188794,0.012505415445188794,0.00015638541545676644
allenai/OLMo-7B-Instruct-hf,0.33075390208698974,-0.6020808978079939,8,3965,0.33694829760403533,0.024531176601060932,-0.006194395517045592,0.006194395517045592,3.837053582159453e-05
anakin87/gemma-2b-orpo,0.3870704327116053,-0.4360755171099979,8,3965,0.2900378310214376,0.04896908008549379,0.0970326016901677,0.0970326016901677,0.009415325790762735
arcee-ai/raspberry-3B,0.5429143301988,0.15860185217802422,8,3965,0.4436317780580076,0.08550617470483428,0.0992825521407924,0.0992825521407924,0.009857025159589161
awnr/Mistral-7B-v0.1-signtensors-1-over-4,0.17491358085599573,-1.277438165257419,14,3965,0.2862547288776797,0.09360425195639738,-0.11134114802168399,0.11134114802168399,0.012396851242786545
bamec66557/VICIOUS_MESH-12B,0.5815457681609313,0.30758159495746706,11,3965,0.5959646910466583,0.08340173147770599,-0.014418922885726992,0.014418922885726992,0.0002079053371845416
bunnycore/Llama-3.2-3B-Della,0.6190898322974264,0.4535936657005179,8,3965,0.3412358133669609,0.0761841293912894,0.2778540189304655,0.2778540189304655,0.07720285583581149
bunnycore/QwQen-3B-LCoT,0.6190898322974264,0.4535936657005179,8,3965,0.5596469104665825,0.0761841293912894,0.059442921830843876,0.059442921830843876,0.003533460955787815
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,0.6190898322974264,0.4535936657005179,8,3965,0.5187894073139975,0.0761841293912894,0.10030042498342895,0.10030042498342895,0.010060175251856459
bunnycore/Smol-Llama-3.2-3B,0.4968878115281018,-0.02471541948874887,17,3965,0.44136191677175285,0.07506235552959079,0.05552589475634895,0.05552589475634895,0.00308312498849314
carsenk/phi3.5_mini_exp_825_uncensored,0.10932989587694983,-2.6759554235534986,25,3965,0.20731399747793192,0.09725839679117404,-0.09798410160098209,0.09798410160098209,0.00960088416655158
cjvt/GaMS-1B,0.1750465661557743,-1.2702325082272332,9,3965,0.2668348045397226,0.0906139590803048,-0.09178823838394828,0.09178823838394828,0.008425080705628517
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,0.30473947752435393,-0.6725889509345309,8,3965,0.28247162673392184,0.044899704668833196,0.022267850790432087,0.022267850790432087,0.0004958571788249469
dwikitheduck/gemma-2-2b-id-inst,0.5198529731794224,0.07023756770567795,14,3965,0.371500630517024,0.09466863985969243,0.14835234266239838,0.14835234266239838,0.022008417573421667
dwikitheduck/gemma-2-2b-id-instruct,0.5198529731794224,0.07023756770567795,14,3965,0.371500630517024,0.09466863985969243,0.14835234266239838,0.14835234266239838,0.022008417573421667
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,0.16494716003642956,-1.3825131143997795,15,3965,0.27364438839848676,0.09905713365742355,-0.1086972283620572,0.1086972283620572,0.011815087453593212
godlikehhd/alpaca_data_ifd_min_2600,0.36292146374599077,-0.511065366376089,8,3965,0.4585119798234552,0.03317171196510261,-0.09559051607746444,0.09559051607746444,0.009137546763955987
godlikehhd/alpaca_data_score_max_0.3_2600,0.15409211450803184,-1.5365012021997402,16,3965,0.4095838587641866,0.09965840310980817,-0.2554917442561548,0.2554917442561548,0.06527603138305241
godlikehhd/alpaca_data_score_max_2500,0.17250477895483696,-1.302725364632202,21,3965,0.44110970996216897,0.08757828839241924,-0.268604931007332,0.268604931007332,0.07214860896145359
google/flan-t5-base,0.33075390208698974,-0.6020808978079939,8,3965,0.3528373266078184,0.024531176601060932,-0.022083424520828676,0.022083424520828676,0.00048767763856713726
hotmailuser/QwenSlerp2-3B,0.42984697990770776,-0.29075963552258577,8,3965,0.5397225725094578,0.09274917208129205,-0.10987559260175,0.10987559260175,0.01207264584958574
iFaz/llama31_8B_en_emo_v4,0.39076937758704355,-0.42561936859014715,8,3965,0.4728877679697352,0.08549629450757389,-0.08211839038269164,0.08211839038269164,0.006743430039044143
ibm-granite/granite-3.1-2b-base,0.4976308104045912,-0.01965800978946061,14,3965,0.3987389659520807,0.05241955226339556,0.09889184445251048,0.09889184445251048,0.009779596899219528
jaspionjader/test-11,0.5815457681609313,0.30758159495746706,11,3965,0.5911727616645649,0.08340173147770599,-0.009626993503633607,0.009626993503633607,9.267900391900368e-05
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,0.09484440196812179,-3.751571445048603,69,3965,0.34653215636822193,0.09979354885184083,-0.25168775440010016,0.25168775440010016,0.06334672571496514
macadeliccc/magistrate-3.2-3b-base,0.09429816488264087,-3.745150325239795,55,3965,0.3419924337957125,0.09945384485839776,-0.2476942689130716,0.2476942689130716,0.06135245085238104
microsoft/Phi-3.5-mini-instruct,0.6661190302692138,0.6263379379754008,8,3965,0.6148802017654477,0.0630646770896534,0.051238828503766154,0.051238828503766154,0.002625417546438359
microsoft/Phi-4-mini-instruct,0.1510259323918304,-1.583303551665407,16,3965,0.6239596469104666,0.09841265469345874,-0.4729337145186362,0.4729337145186362,0.22366629832839488
mrdayl/OpenCognito-r1,0.42984697990770776,-0.29075963552258577,8,3965,0.5250945775535939,0.09274917208129205,-0.09524759764588614,0.09524759764588614,0.009072104857312614
mrdayl/OpenThink,0.3392234288122415,-0.5783617995862653,8,3965,0.3023959646910467,0.04292322718078991,0.03682746412119481,0.03682746412119481,0.0013562621135978909
ngxson/MiniThinky-1B-Llama-3.2,0.32525490566958376,-0.6168385574482175,8,3965,0.18007566204287515,0.041726618309262026,0.14517924362670862,0.14517924362670862,0.021077012780023215
noname0202/llama-math-1b-r32-0to512tokens-test,0.4575128144313499,-0.18464430622777736,9,3965,0.29180327868852457,0.09988286127879502,0.16570953574282532,0.16570953574282532,0.027459650236102702
nvidia/Hymba-1.5B-Base,0.32525490566958376,-0.6168385574482175,8,3965,0.23278688524590163,0.041726618309262026,0.09246802042368213,0.09246802042368213,0.008550334801074495
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,0.14832523352470606,-1.6251306243587007,16,3965,0.24691046658259774,0.09478205732791466,-0.09858523305789169,0.09858523305789169,0.00971904817707882
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,0.13247414368272376,-1.9431306279703806,48,3965,0.2274905422446406,0.09937047503178979,-0.09501639856191685,0.09501639856191685,0.009028115995677034
oopere/pruned20-llama-1b,0.33104261594960244,-0.6005367336626268,8,3965,0.17831021437578815,0.013099372754777459,0.1527324015738143,0.1527324015738143,0.02332718649050487
openbmb/MiniCPM-S-1B-sft-llama-format,0.2381563304316888,-0.9151590029259827,9,3965,0.19344262295081968,0.05680314763401161,0.044713707480869114,0.044713707480869114,0.0019993156366847308
pankajmathur/orca_mini_v9_6_3B-Instruct,0.6190898322974264,0.4535936657005179,8,3965,0.48600252206809585,0.0761841293912894,0.13308731022933057,0.13308731022933057,0.017712232144078077
princeton-nlp/Sheared-LLaMA-2.7B,0.32525490566958376,-0.6168385574482175,8,3965,0.29281210592686,0.041726618309262026,0.03244279974272374,0.03244279974272374,0.0010525352551464754
prithivMLmods/Llama-3.2-3B-Math-Oct,0.4968878115281018,-0.02471541948874887,17,3965,0.4491803278688525,0.07506235552959079,0.04770748365924932,0.04770748365924932,0.002276003997097541
prithivMLmods/Llama-Deepsync-3B,0.5440557719257082,0.1622391370050525,12,3965,0.4257250945775536,0.09794423165640348,0.11833067734815461,0.11833067734815461,0.01400214920167307
qingy2019/LLaMa_3.2_3B_Catalysts,0.5440557719257082,0.1622391370050525,12,3965,0.4494325346784363,0.09794423165640348,0.0946232372472719,0.0946232372472719,0.008953557027153504
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.1510259323918304,-1.583303551665407,16,3965,0.4494325346784363,0.09841265469345874,-0.29840660228660587,0.29840660228660587,0.08904650028823657
ruizhe1217/sft-s1-qwen-0.5b,0.17486797571270576,-1.2732511536836344,10,3965,0.30012610340479196,0.09505128073769785,-0.1252581276920862,0.1252581276920862,0.01568959855292697
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,0.4976308104045912,-0.01965800978946061,14,3965,0.34880201765447666,0.05241955226339556,0.1488287927501145,0.1488287927501145,0.02215000955145654
sumink/bbhqwen3,0.09287973563514403,-3.7535630457459823,99,3965,0.17175283732660782,0.09919218126420928,-0.07887310169146379,0.07887310169146379,0.0062209661704319885
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,0.17566313017181526,-1.2657908892026826,11,3965,0.24665825977301387,0.09473123651497213,-0.07099512960119861,0.07099512960119861,0.005040308427090987
tinycompany/ShawtyIsBad-bgem3,0.24957426098400187,-0.8688293439336976,10,3965,0.38562421185372003,0.05419810782195492,-0.13604995086971816,0.13604995086971816,0.018509589131652727
vhab10/Llama-3.2-Instruct-3B-TIES,0.1486230786994763,-1.6220543616881837,18,3965,0.4580075662042875,0.09574383513094731,-0.3093844875048112,0.3093844875048112,0.09571876110861466
yasserrmd/Coder-GRPO-3B,0.6190898322974264,0.4535936657005179,8,3965,0.4935687263556116,0.0761841293912894,0.12552110594181481,0.12552110594181481,0.015755548036856297
zake7749/gemma-2-2b-it-chinese-kyara-dpo,0.5240499440866718,0.08678728781657398,10,3965,0.43808322824716267,0.07365543105417904,0.08596671583950916,0.08596671583950916,0.0073902762322309145
zelk12/Test01012025155054,0.08985310851024586,-3.900202042295509,48,3965,0.16116015132408576,0.09986427923853027,-0.0713070428138399,0.0713070428138399,0.0050846943548547964
