model,theta_cat,theta_full,n_subset_items,se_reached,theta_abs_error
noname0202/llama-math-1b-r32-0to512tokens-test,-0.18464430622777736,-1.0000420775971186,9,0.09988286127879502,0.8153977713693412
nvidia/Hymba-1.5B-Base,-0.6168385574482175,-1.099999999999848,8,0.041726618309262026,0.4831614425516305
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,-1.6251306243587007,-0.8999999999999032,16,0.09478205732791466,0.7251306243587975
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,-1.9431306279703806,-1.0998839225594494,48,0.09937047503178979,0.8432467054109312
oopere/pruned20-llama-1b,-0.6005367336626268,-1.2031973754467495,8,0.013099372754777459,0.6026606417841227
openbmb/MiniCPM-S-1B-sft-llama-format,-0.9151590029259827,-1.0000000005673004,9,0.05680314763401161,0.0848409976413177
pankajmathur/orca_mini_v9_6_3B-Instruct,0.4535936657005179,-0.5999846816024376,8,0.0761841293912894,1.0535783473029554
princeton-nlp/Sheared-LLaMA-2.7B,-0.6168385574482175,-0.9000000984771185,8,0.041726618309262026,0.283161541028901
prithivMLmods/Llama-3.2-3B-Math-Oct,-0.02471541948874887,-0.5999999999999996,17,0.07506235552959079,0.5752845805112508
prithivMLmods/Llama-Deepsync-3B,0.1622391370050525,-0.6482210161033064,12,0.09794423165640348,0.8104601531083588
qingy2019/LLaMa_3.2_3B_Catalysts,0.1622391370050525,-0.5999999999999996,12,0.09794423165640348,0.7622391370050521
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,-1.583303551665407,-0.49843827260761375,16,0.09841265469345874,1.0848652790577933
ruizhe1217/sft-s1-qwen-0.5b,-1.2732511536836344,-0.8999999999999999,10,0.09505128073769785,0.3732511536836345
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,-0.01965800978946061,-0.9000000000004933,14,0.05241955226339556,0.8803419902110327
sumink/bbhqwen3,-3.7535630457459823,-1.2000008745522326,99,0.09919218126420928,2.5535621711937497
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,-1.2657908892026826,-1.0000000000119174,11,0.09473123651497213,0.2657908891907652
tinycompany/ShawtyIsBad-bgem3,-0.8688293439336976,-0.5999999999999996,10,0.05419810782195492,0.26882934393369795
vhab10/Llama-3.2-Instruct-3B-TIES,-1.6220543616881837,-0.5999999995709329,18,0.09574383513094731,1.0220543621172509
yasserrmd/Coder-GRPO-3B,0.4535936657005179,-0.2923987006965451,8,0.0761841293912894,0.745992366397063
zake7749/gemma-2-2b-it-chinese-kyara-dpo,0.08678728781657398,-0.4999999974523006,10,0.07365543105417904,0.5867872852688746
zelk12/Test01012025155054,-3.900202042295509,-1.099999999999984,48,0.09986427923853027,2.800202042295525
