model,theta_cat,theta_full,n_subset_items,se_reached,theta_abs_error
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.40338066598989786,0.5458915391650023,16,0.09869390616660784,0.14251087317510447
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.3775751638738578,0.536369162015473,22,0.09396430842673215,0.1587939981416152
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,-0.3620862847431847,-0.2884882760015206,235,0.09971817912489653,0.07359800874166411
NotASI/FineTome-v1.5-Llama3.2-1B-1007,-0.27300857426180636,-0.2639681466908283,400,0.10381305085850617,0.00904042757097806
NousResearch/Hermes-3-Llama-3.2-3B,0.35428829275110535,0.3690535879852538,31,0.09588918471808373,0.014765295234148434
Novaciano/ASTAROTH-3.2-1B,0.35613574291142097,0.43491370748960423,23,0.09590725836426858,0.07877796457818326
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.2921884082742939,0.03525534060180659,38,0.09751947510861007,0.2569330676724873
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,0.2921884082742939,-0.0036962001703196024,38,0.09751947510861007,0.2958846084446135
Qwen/Qwen2.5-3B-Instruct,-0.07552664656487436,-0.057287769004722586,124,0.09972150511975615,0.018238877560151773
RezVortex/Jajuka-3b,0.40405900547049317,0.460905212200515,16,0.09457898521367765,0.05684620673002183
Sakalti/Sailor-japanese,-0.30977084277173805,-0.28774886271475464,400,0.10440760629992522,0.022021980056983415
Sakalti/Saka-1.5B,0.1999524730130595,0.2706405083380722,88,0.09862418294270488,0.0706880353250127
Sakalti/tara-3.8B,-0.26626217469996283,-0.19384812257793424,203,0.09988993776616116,0.07241405212202859
SultanR/SmolTulu-1.7b-Reinforced,-0.42501748157895175,-0.3764618330831553,325,0.09988473714259755,0.048555648495796466
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,-0.17912713803469119,0.12383958957403653,160,0.09936948898026098,0.3029667276087277
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,-0.39351582742057556,-0.362810647080504,275,0.09992941241447595,0.03070518034007158
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,-0.15155786600356566,-0.1764377024886026,111,0.09948731338117917,0.024879836485036944
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,0.35613574291142097,0.49086626156733376,23,0.09590725836426858,0.1347305186559128
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.33563382419787313,0.4138625589194462,25,0.09580619420235317,0.07822873472157305
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.38161432385668115,0.3912032339604856,16,0.09615340231952953,0.009588910103804471
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,-0.12350126197135608,0.11862221865908777,108,0.09988197503080004,0.24212348063044387
akhadangi/Llama3.2.1B.0.1-Last,-0.824838964563692,-0.8067206452493791,400,0.12345302430453321,0.018118319314312847
allenai/OLMo-7B-Instruct-hf,-0.4049793021066139,-0.2277466826727434,232,0.09989742498189144,0.17723261943387053
anakin87/gemma-2b-orpo,-0.5272342944922825,-0.5118075419920722,400,0.10696495523927367,0.015426752500210306
arcee-ai/raspberry-3B,-0.28771727500898886,-0.1502156663506189,225,0.09951187896008146,0.13750160865836997
awnr/Mistral-7B-v0.1-signtensors-1-over-4,-0.391560729702753,-0.29216692117043036,252,0.09963770221951732,0.09939380853232266
bamec66557/VICIOUS_MESH-12B,-0.20342091972371562,-0.0029442916467078625,182,0.09940666578623349,0.20047662807700775
bunnycore/Llama-3.2-3B-Della,0.21182701442734297,0.2253385434072781,64,0.09911649849250032,0.013511528979935128
bunnycore/QwQen-3B-LCoT,0.35613574291142097,0.5332996006307636,23,0.09590725836426858,0.17716385771934268
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,0.3165529403089723,0.28256867843155853,34,0.09783828688590582,0.03398426187741377
bunnycore/Smol-Llama-3.2-3B,0.3775751638738578,0.5684419271643928,22,0.09396430842673215,0.19086676329053498
carsenk/phi3.5_mini_exp_825_uncensored,-0.4114721840557832,-0.38341589723462416,400,0.10534688986987119,0.028056286821159016
cjvt/GaMS-1B,0.35613574291142097,0.5226672499619526,23,0.09590725836426858,0.1665315070505316
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,-0.7614453785088395,-0.7549043018631285,400,0.11931249778210291,0.006541076645711019
dwikitheduck/gemma-2-2b-id-inst,-0.227024027132392,0.026998419889260456,115,0.09947856295989371,0.25402244702165244
dwikitheduck/gemma-2-2b-id-instruct,-0.227024027132392,0.026998419889260456,115,0.09947856295989371,0.25402244702165244
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,-0.35821412434700795,-0.29248666864879036,278,0.0999857557096384,0.06572745569821759
godlikehhd/alpaca_data_ifd_min_2600,0.11878255118021246,0.21059221355553048,79,0.09998533701038381,0.09180966237531803
godlikehhd/alpaca_data_score_max_0.3_2600,0.01503038426248202,0.15904775560204407,106,0.09939240522862908,0.14401737133956205
godlikehhd/alpaca_data_score_max_2500,0.008134780422566032,0.1109265465736817,127,0.09952315889623077,0.10279176615111567
google/flan-t5-base,-0.4180207297974812,-0.4090084974375357,400,0.10089733612425372,0.009012232359945527
hotmailuser/QwenSlerp2-3B,-0.22051872940295864,-0.10661288725227014,177,0.09997342618668092,0.1139058421506885
iFaz/llama31_8B_en_emo_v4,0.41711851093497976,0.5154963727969423,22,0.09274676717891352,0.09837786186196251
ibm-granite/granite-3.1-2b-base,0.2571973545408237,0.2767622454252675,39,0.0999625304414711,0.019564890884443797
jaspionjader/test-11,-0.3061815701192759,-0.12591701909470038,224,0.09983362075925774,0.1802645510245755
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,-0.36659177751625516,-0.24063591654167915,222,0.09989912015244494,0.125955860974576
macadeliccc/magistrate-3.2-3b-base,-0.29011511468609474,-0.13967480114960992,161,0.09971958802442892,0.15044031353648482
microsoft/Phi-3.5-mini-instruct,-0.19853238017726266,0.1580510992300237,143,0.0999236754856949,0.35658347940728635
microsoft/Phi-4-mini-instruct,0.40338066598989786,0.4505633036499363,16,0.09869390616660784,0.04718263766003844
mrdayl/OpenCognito-r1,-0.3002900480865166,-0.2482776012847301,254,0.09964179919142477,0.052012446801786516
mrdayl/OpenThink,-0.3696040509490549,-0.2735039748932024,249,0.09949547191391014,0.09610007605585252
ngxson/MiniThinky-1B-Llama-3.2,-0.8636288787689925,-0.8632545487271135,400,0.1280813131892372,0.00037433004187903407
noname0202/llama-math-1b-r32-0to512tokens-test,0.3497462960318221,0.49056209426381775,25,0.09430144428465938,0.14081579823199564
nvidia/Hymba-1.5B-Base,0.32220911880537584,0.23601561938302695,26,0.0979015719459419,0.08619349942234888
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,0.35613574291142097,0.5192460121337661,23,0.09590725836426858,0.16311026922234512
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,0.35170562773946945,0.502051265324323,27,0.09466011153811571,0.15034563758485353
oopere/pruned20-llama-1b,0.25529899810639434,0.2933895199707216,44,0.0963789337197131,0.038090521864327265
openbmb/MiniCPM-S-1B-sft-llama-format,0.40405900547049317,0.3297001843558895,16,0.09457898521367765,0.07435882111460368
pankajmathur/orca_mini_v9_6_3B-Instruct,-0.24668082144018938,-0.10228077402009446,175,0.09962374865495283,0.14440004742009493
princeton-nlp/Sheared-LLaMA-2.7B,-0.037395425452109554,-0.005539623816450387,101,0.09945543274589759,0.03185580163565917
prithivMLmods/Llama-3.2-3B-Math-Oct,-0.5172349016666833,-0.5161268771176335,400,0.10688086697558148,0.0011080245490497909
prithivMLmods/Llama-Deepsync-3B,-0.37672283658085626,-0.37181579737787845,356,0.09990322249926237,0.004907039202977803
qingy2019/LLaMa_3.2_3B_Catalysts,-0.2921283255827219,-0.18623387378292172,224,0.09949988900675723,0.10589445179980017
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.008036838614076426,0.1655836599741204,100,0.0996362906023361,0.15754682136004397
ruizhe1217/sft-s1-qwen-0.5b,-0.32810326861631683,-0.2829047992476745,281,0.09981981881326113,0.04519846936864236
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,-0.16960079354746016,0.023543046287097028,216,0.099693991019594,0.19314383983455718
sumink/bbhqwen3,0.35613574291142097,0.521076873430438,23,0.09590725836426858,0.164941130519017
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,-0.7171899548590166,-0.7023397027580898,400,0.11851881942725401,0.01485025210092683
tinycompany/ShawtyIsBad-bgem3,0.03703618126667524,0.21636176031159363,86,0.09968367947300993,0.1793255790449184
vhab10/Llama-3.2-Instruct-3B-TIES,-0.40252003826881,-0.39798797824583765,400,0.10192812014201363,0.004532060022972351
yasserrmd/Coder-GRPO-3B,0.3556098329750421,0.4621465623960674,27,0.09872273133630424,0.10653672942102527
zake7749/gemma-2-2b-it-chinese-kyara-dpo,-0.3023542987516942,-0.23215944804923164,269,0.0995333094968793,0.07019485070246254
zelk12/Test01012025155054,-0.2864426475292435,-0.23079427860239787,233,0.09959174451684802,0.055648368926845604
