model,n_admin,theta_overall,se_posterior_overall,se_param_overall,se_total_overall,bar_inflation_overall
arcee-ai/raspberry-3B,8345,1.1995452603960595,0.006728099169297927,0.03904177738370187,0.0396172651720237,5.888329552692627
google/gemma-2-2b,8345,-1.5941257810958673,0.03246606401494384,0.04043079875565662,0.05185262578349178,1.5971331098104309
google/gemma-2b,8345,-2.191666515595977,0.04877793121216546,0.05045138063378829,0.07017569651377985,1.4386771798201576
h2oai/h2o-danube-1.8b-chat,8345,0.07619643365339271,0.042588107093589345,0.018488378034693335,0.04642808404585275,1.0901654760993456
h2oai/h2o-danube2-1.8b-base,8345,-1.243492075139443,0.04963535433573625,0.039365533065896775,0.06335071896668816,1.2763224885669282
h2oai/h2o-danube2-1.8b-chat,8345,-0.2746658460177073,0.04349248428174378,0.00987431095039706,0.04459930723388942,1.0254486026821474
ibm-granite/granite-3.0-2b-base,8345,0.3000594749219447,0.002438539009772643,0.04195755774405878,0.042028360952435555,17.2350578703082
ibm-granite/granite-3.1-2b-base,8345,0.29985446597607646,0.0038122499277373676,0.011680098915811664,0.012286495032948916,3.2228986204587984
ibm-granite/granite-3.1-2b-instruct,8345,2.399999999698214,5.660323324143473e-06,2.967249774558176e-05,3.0207555058220077e-05,5.336719004967993
ibm-granite/granite-7b-instruct,8345,0.27217755326618354,0.04481245512180097,0.02724690330661894,0.05244568498783926,1.1703372387272923
ibm/PowerLM-3b,8345,0.10000002017410725,0.0003529113483714531,0.023620700698917235,0.023623336934642372,66.93844514679047
meta-llama/Llama-3.2-1B,8345,-2.486110225390557,0.0569915275117746,0.06975523010504785,0.09007678022183928,1.5805293199630275
meta-llama/Llama-3.2-1B-Instruct,8345,0.8000207544999758,0.0014465840861146752,0.01689753971679152,0.016959347098244884,11.723720218570456
meta-llama/Llama-3.2-3B-Instruct,8345,2.299999836072161,0.00012803807126276535,0.03672594546101974,0.036726168650615995,286.837877893716
microsoft/phi-1_5,8345,-1.6988470008534726,0.03402760528330796,0.04465742741263812,0.056144133659997375,1.6499584144270811
nvidia/AceInstruct-1.5B,8345,1.499635080917379,0.006029831847126821,0.015766087617548972,0.016879822003470768,2.7993851953788567
openbmb/MiniCPM-1B-sft-bf16,8345,-2.888668022971604,0.07094131738620238,0.07595340816291252,0.10393070154700143,1.4650235628019965
openbmb/MiniCPM-2B-sft-bf16,8345,-0.2980409986645056,0.013858778525194118,0.006191583757146592,0.015178980586065163,1.095261069254482
openlm-research/open_llama_3b,8345,-2.803117961775622,0.06751947203092167,0.07243670684918815,0.09902502513248677,1.4666143284878859
pankajmathur/orca_mini_3b,8345,-0.9007419150325426,0.010522986975842303,0.022643066374867092,0.02496881474460459,2.372787764721716
pankajmathur/orca_mini_v9_5_3B-Instruct,8345,1.4000098230442286,0.00099358843370375,0.03749411177587777,0.037507274438935256,37.74930662097309
stabilityai/stablelm-2-1_6b-chat,8345,0.8621526841496261,0.04850064196845139,0.03790299015403076,0.06155443878363656,1.2691468872448406
stabilityai/stablelm-2-zephyr-1_6b,8345,0.41015103139222553,0.03020032650844232,0.0356607314879186,0.04673058411222732,1.5473536055699288
stabilityai/stablelm-zephyr-3b,8345,1.1000026701426127,0.0005486334936920917,0.005395357612719055,0.005423180107605338,9.88488703288862
tiiuae/Falcon3-1B-Instruct,8345,0.8991589270778886,0.009132369864525668,0.019272104479998664,0.02132637311946129,2.335250700073236
tiiuae/Falcon3-3B-Base,8345,0.20261581045097823,0.01596053302644372,0.040334223061603384,0.04337727705229293,2.71778373444199
tiiuae/Falcon3-3B-Instruct,8345,2.1999999972446265,1.82760418467169e-05,0.008808085947139362,0.008808104907748289,481.94816917266866
utter-project/EuroLLM-1.7B,8345,-2.4025418379407624,0.05382948419742551,0.0632237558945857,0.0830352736996696,1.5425611992700632
utter-project/EuroLLM-1.7B-Instruct,8345,-0.2000008348792136,0.0006992390800283826,0.039126356187377254,0.03913260384631405,55.96455484828684
