model,scenarios,criteria,precision_reached,mwle_ok,theta_online_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_online_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding,theta_online_presentation,theta_batch_presentation,theta_mwle_presentation,final_se_presentation,scorable_evals_presentation,theta_full_correctness,theta_full_scaffolding,theta_full_presentation
HuggingFaceTB/SmolLM2-135M,50,299,False,True,-2.2175,-2.7447093228243924,-3.307257051310147,0.289126,225,0.426174,0.39021202681731587,0.4532323112624401,0.297335,53,-1.660974,-1.7534304556249474,-1.911943460187451,0.30097,46,-3.798089227067563,0.24154178216692906,-1.9102311794410751
HuggingFaceTB/SmolLM2-360M,45,263,True,True,-1.648803,-1.9468205157618008,-2.100404901745027,0.258897,199,0.085581,0.07881669382975877,0.09868171618770681,0.296586,52,-0.965069,-0.9960599474239419,-1.0710933553427362,0.299915,38,-3.1319756602321216,0.37282715788629234,-2.0004718585703607
HuggingFaceTB/SmolLM2-360M-Instruct,38,235,True,True,-0.709269,-0.9415926196327716,-0.9669014434016047,0.231189,176,-0.780555,-1.2551822238839307,-1.3176202037136813,0.295249,55,-0.301801,-0.31671346796066924,-0.31738672526797024,0.297344,33,-1.3125152217571825,-0.9190125193022437,-0.37646351396172445
LLM360/Amber,50,289,False,True,-2.233034,-3.3708818545300225,-7.271132239430061,0.278397,216,0.582133,0.6185082467495123,0.6664925028209945,0.29026,56,-2.771824,-3.4936283692927965,-5.883163650997853,0.33578,46,-4.604239295332638,0.6576803451420125,-4.517977031392427
Qwen/Qwen2-0.5B,42,233,True,True,-1.617987,-1.949422900030404,-2.138568236268785,0.277315,171,0.083441,0.02943853473213081,0.04418834805794314,0.293503,49,-1.177552,-1.341217768086313,-1.464253802539736,0.297842,35,-2.428848153858341,-0.44595710044788234,-1.4793326464651813
Qwen/Qwen2-1.5B,39,220,True,True,-0.493126,-0.7000229912793261,-0.6972612611418966,0.219155,149,-1.135803,-1.2934045153053353,-1.4000882879992547,0.294887,64,-0.362119,-0.3931172031116415,-0.4002147555119037,0.297283,34,-0.41839668807871383,-1.2152954962021152,0.16830874359300194
Qwen/Qwen2-7B,15,108,True,True,0.972862,0.9762677864931151,1.0310889509880878,0.214375,76,0.374474,0.42912423592846666,0.4624342490428265,0.258566,41,0.936592,0.8697847060536479,1.0383477725289079,0.274854,15,1.399990521200188,0.07032810032153461,1.1917618745558798
Qwen/Qwen2.5-0.5B,24,147,True,True,-0.525798,-0.6087014792342953,-0.5955051160144312,0.270465,104,-0.662839,-0.7641178593056509,-0.7835093214274567,0.279697,55,1.51943,1.4424744791986512,1.5519174231263386,0.27212,15,-1.191859078601704,-0.944974611195894,0.8086412168126699
Qwen/Qwen2.5-0.5B-Instruct,23,131,True,True,-0.367772,-0.411527809898945,-0.3795477767877711,0.284439,91,-0.957431,-1.1346464818754933,-1.1835335877228588,0.289309,51,1.765073,1.7006719671939974,1.8118288545906003,0.287722,15,-0.5355832487616182,-1.0997990968422418,1.5826621530226246
Qwen/Qwen2.5-1.5B,22,126,True,True,0.867106,0.7706800194486882,0.866168133893698,0.212979,86,-1.050484,-1.09020597183578,-1.2209164178200682,0.25562,49,2.338002,2.283581837824797,2.417088117362712,0.250045,15,0.799630295480438,-1.4952353897763195,1.927685352227555
Qwen/Qwen2.5-1.5B-Instruct,20,121,True,True,1.402048,1.3335229723506932,1.4341196770955522,0.205622,88,-1.278407,-1.352469739863387,-1.4468662673795127,0.232759,37,2.157711,2.227852312354347,2.3964486790903763,0.236551,15,1.19999969073582,-1.2394929251604774,2.4042859504648875
Qwen/Qwen2.5-3B,20,123,True,True,1.618841,1.6020617373309805,1.64534463886781,0.172051,91,-0.795516,-0.9582964551684511,-1.0303627320281936,0.251891,37,2.260543,2.3300440554902555,2.4671637512184543,0.25129,15,1.3999999407299344,-0.45536629398935935,2.450908067537159
Qwen/Qwen2.5-3B-Instruct,18,121,True,True,2.372596,2.3428184883735743,2.445581339215821,0.181989,85,-0.025924,-0.026641613540373102,-0.04166503613750677,0.241076,40,2.685055,2.6987513442970026,2.7911192222907393,0.241833,15,2.0863858187846325,0.4395251158359072,2.742661593376466
Qwen/Qwen2.5-7B,16,114,True,True,1.772274,1.7986346894995384,1.8628794121071341,0.172516,84,0.354916,0.6154301156533055,0.5679157515996089,0.236525,33,2.365307,2.4298793111877606,2.565996585848926,0.23646,15,1.7999741707619281,0.9572732378356756,2.2006022309201425
Qwen/Qwen2.5-7B-Instruct,20,110,True,True,2.824366,2.831296929832013,2.906444807964057,0.146377,86,0.732304,0.7402002923501855,0.7149089949622592,0.206041,25,2.478432,2.494060442803969,2.5881654746113854,0.205555,15,2.425933203422855,1.2877193623148984,2.7853462223100816
Qwen/Qwen2.5-Coder-7B,18,120,True,True,1.730055,1.7117642057965679,1.8004765933407192,0.165952,93,-0.415889,-0.4979869322689424,-0.48909509445770477,0.246358,26,1.940106,1.8794133561149726,2.0476268614931215,0.243615,15,1.6012609176003783,0.11282758273915508,2.3996019792078696
Qwen/Qwen2.5-Math-7B,23,153,True,True,2.026757,2.0270921812147655,2.094465184524233,0.143258,121,-0.818153,-0.9527222519394034,-0.9993226204455247,0.231206,38,2.275736,2.2948772241143773,2.4475622934352828,0.221295,15,2.199999965718998,-1.3855565437558883,2.5251023423004066
Qwen/Qwen3-0.6B,24,141,True,True,1.377258,1.3399805294985376,1.4071608846406178,0.16729,99,-1.168485,-1.2372495289529586,-1.3523784157632641,0.289059,45,0.807882,0.7725060009068901,0.8939523624435074,0.295695,19,1.0064594786229855,-1.589217189748363,0.3027296556598062
Qwen/Qwen3-1.7B,20,133,True,True,2.50889,2.510656987842215,2.563672270040351,0.140917,103,-1.062043,-1.1036020964937163,-1.2096436716937464,0.250625,34,1.917725,1.8954468254833188,1.9891300674342258,0.248032,15,2.684762853610056,-1.6291815161533179,2.2236398122961254
Qwen/Qwen3-4B,22,128,True,True,3.6142,3.6589435734272953,3.7256958470864894,0.139731,95,-1.386628,-1.411698140525405,-1.559006612367041,0.225296,46,1.988222,1.9077094649656703,2.080785606056674,0.225069,15,3.766983962287317,-1.6946306355602339,2.386003732396439
TinyLlama/TinyLlama-1.1B-Chat-v1.0,44,256,True,True,-1.692211,-2.0461789887406296,-2.2668613714233485,0.278935,191,-0.862322,-0.7958170943319811,-1.0279041420079196,0.294891,54,-1.152194,-1.2199198858972136,-1.3180956584576533,0.298374,38,-2.282089373560311,-1.1054047389357895,-1.8603811649278925
allenai/OLMo-2-0425-1B,25,141,True,True,-0.045573,-0.1110143883159243,-0.04192590859873193,0.265392,101,-0.260106,-0.27318633689821153,-0.24781534778155742,0.278204,41,0.294079,0.1945156860244878,0.29284966523356654,0.297895,20,-0.6826102376691783,-0.25843280950304104,-0.1567487432981335
allenai/OLMo-2-1124-7B,18,128,True,True,0.677533,0.4566143959223158,0.524757542297325,0.173918,99,-0.161061,-0.40389067744020685,-0.39236722851071465,0.28143,34,0.890901,0.8058879298964995,0.9892812030161553,0.282016,15,1.0001484133026837,-0.35186880702211626,0.8823946986434749
bigscience/bloom-1b1,50,295,False,True,-2.138901,-2.6234820944811674,-3.0925979211129486,0.290254,220,0.263053,0.2571775741590058,0.30224867531205696,0.293085,58,-2.578508,-2.9142113084478267,-3.588138186475164,0.335379,46,-4.188870601670653,0.3522679794972908,-3.7815926572535963
bigscience/bloom-1b7,50,299,False,True,-2.087783,-3.244251912056981,-5.573111317853039,0.276431,219,0.279227,-0.28941641253296524,-0.22699881163420785,0.293428,66,-2.507903,-2.8924724397431527,-3.536923802392704,0.327304,48,-4.721574141727779,-0.06870453924538332,-3.779711850438839
bigscience/bloom-3b,50,299,False,True,-2.151035,-3.323909890119427,-6.011065715476925,0.290283,217,0.018261,-0.984452099803754,-1.3517834161268427,0.29415,65,-2.337289,-2.628229939948198,-3.078124209131665,0.32165,50,-3.645291295231008,-0.1158629146808417,-2.8988520778445106
bigscience/bloom-560m,50,292,False,True,-2.471987,-3.3646307801997546,-6.991948608846198,0.312156,216,0.1514,0.1346544356333892,0.17251257380657106,0.319212,61,-2.971603,-3.511588690176028,-5.894893276092811,0.354519,46,-5.471173892426511,0.29909441589725316,-4.805000056863295
bigscience/bloom-7b1,50,282,False,True,-2.163095,-2.7627075198747093,-3.310740870637987,0.283809,210,0.139714,0.11773497782309134,0.14963146126979038,0.278829,59,-1.670055,-1.8057529104321492,-1.98450877246847,0.300912,42,-2.7355773529556164,-0.1510808632999203,-1.9272509630596408
bigscience/bloomz-1b7,50,290,False,True,-2.889617,-3.4512385355769974,-6.463316543485164,0.339955,216,1.417109,1.487336858705,1.768551746637531,0.272415,58,-2.821108,-3.331354932763519,-4.720584951635617,0.343867,47,-5.427764410003433,1.6433449762552332,-4.45074201032283
bigscience/bloomz-3b,50,308,False,True,-2.629476,-3.2665775655516653,-4.749669902018965,0.296046,231,1.55497,1.409552449364928,1.633740188987971,0.245463,61,-2.875016,-3.5379803066874445,-5.916644666652427,0.33804,50,-5.054402407396663,1.4645543523350175,-4.483956370242879
bigscience/bloomz-7b1,50,298,False,True,-2.767248,-3.390483945155714,-5.291895600511706,0.333743,220,2.085259,2.2684921937843945,2.4274141673162566,0.209664,61,-2.934942,-3.5312289777397967,-5.930330236310576,0.348227,48,-5.188206635109172,2.482310563846272,-4.476711662175527
deepseek-ai/deepseek-coder-6.7b-base,38,230,True,True,-0.797246,-0.8901565180652843,-0.8978467907751762,0.245413,169,-0.209884,-0.2501742820098934,-0.20945896583713555,0.29867,56,-0.227218,-0.2397997609576171,-0.23806553163574434,0.298829,33,-0.8080139808177094,-0.19593589464876493,-0.33966442552846976
deepseek-ai/deepseek-llm-7b-base,50,300,False,True,-2.105919,-2.7192560204005938,-3.2696903109957693,0.278035,226,-0.093805,-0.19402469424005897,-0.10759267505820858,0.31693,59,-2.765398,-3.166478342955669,-4.189305804390621,0.345205,46,-2.1821771437313933,0.013841177269496093,-3.6788823009759364
deepseek-ai/deepseek-math-7b-base,50,302,False,True,-2.351092,-2.7584173730127035,-3.2928149360774097,0.304512,225,1.133657,1.1480413442033344,1.3026690467080844,0.298849,61,-2.973705,-3.5361747246499706,-5.932031631774896,0.349806,47,-4.018198144502636,0.6397956717061682,-4.7897644723716555
facebook/opt-1.3b,50,302,False,True,-1.792215,-2.042194032259491,-2.18799555503637,0.256668,225,0.917304,0.8500865907763113,1.0138149333467323,0.286158,59,-2.200319,-2.3556950821234937,-2.657172556715868,0.318918,49,-2.024982585034993,0.950288787421826,-2.3182904443472507
facebook/opt-2.7b,50,298,False,True,-1.442822,-1.652283072411488,-1.7596329926121497,0.258525,223,0.966743,0.9855742205627317,1.098126545410111,0.285727,56,-1.87602,-2.0383489418684646,-2.2566099085136435,0.307444,47,-2.011117462293016,1.018864281203178,-1.8935427796477422
facebook/opt-6.7b,50,303,False,True,-1.83071,-2.112544684549369,-2.306381477917544,0.271651,224,0.669346,0.5311936556972003,0.5990511756478892,0.272139,63,-2.307235,-2.541755766425018,-2.927556580500326,0.314514,49,-2.199124333016569,0.8116092702664492,-2.6884683610065143
google/gemma-2-2b,29,190,True,True,-0.488558,-0.6036633600446288,-0.5583605343263719,0.258685,138,-0.303976,-0.4283970217781768,-0.4114536860430914,0.294747,50,0.230294,0.20469068349096653,0.27005429053700236,0.299604,27,-0.853172442424345,-0.03692187451507804,-0.17524299511325098
h2oai/h2o-danube2-1.8b-base,45,256,True,True,-0.885489,-0.9404701927902142,-0.9691609757181399,0.243844,185,-0.377385,-0.3955786135898905,-0.40414177837019255,0.288737,64,-0.648479,-0.6564919004903832,-0.7021862271512709,0.298557,36,-1.2047390063395351,-0.48303344094767325,-0.7814019897903113
h2oai/h2o-danube3-4b-base,31,193,True,True,-0.361958,-0.4477373487500971,-0.4012948370172741,0.239469,142,-0.503932,-0.5760716025864792,-0.5673350083516885,0.292126,45,0.429742,0.408732983894176,0.48284878629225536,0.299304,27,0.1959855124038759,-0.8582887665784052,0.36361785853890605
ibm-granite/granite-3.0-2b-base,20,111,True,True,0.663967,0.5846815430914316,0.6594295902398316,0.202279,83,-0.044549,-0.08630480954546481,-0.1190820428314475,0.285467,32,0.935906,0.8820529078262529,1.0451688430219441,0.299728,15,0.7995698289390938,0.10538960612401195,0.8400667980534691
ibm-granite/granite-3.1-2b-base,18,119,True,True,-0.005071,-0.13343737888651272,-0.13278367217814382,0.28214,86,1.259099,1.2461876577980007,1.3627971418821772,0.226931,35,0.652958,0.5659098910885751,0.7520926901104112,0.299145,17,0.7927459143125557,-0.119462155991559,0.8484883295665515
ibm-granite/granite-3.1-2b-instruct,18,104,True,True,1.075009,1.0290721372575655,1.1079855477068425,0.249263,69,-0.040674,-0.049742378548527755,-0.018938189409909628,0.266657,36,1.486138,1.4528388327782897,1.5704082666402042,0.274827,15,1.2004875736415601,0.013228656058251981,1.508500599924873
lmsys/vicuna-7b-v1.5,35,207,True,True,-0.348553,-0.41898321668519944,-0.3928911514989612,0.251367,148,0.262811,0.20529735039707303,0.2447368161561633,0.282634,57,-0.098855,-0.1156839446282229,-0.09304004995953781,0.297632,30,-0.0016352470873078541,0.23842859470033176,0.24939340541287583
meta-llama/Llama-3.2-1B,50,288,False,True,-2.072026,-2.3848690366750875,-2.7075764968494425,0.292133,214,-0.211152,-0.2187441004970936,-0.21268859008721583,0.293718,53,-1.560015,-1.6581958303537556,-1.8132964326898868,0.304685,45,-2.6153361697497735,0.08037829591580753,-1.7976809621326093
meta-llama/Llama-3.2-1B-Instruct,24,134,True,True,-0.341916,-0.5598972685507477,-0.5003929143145759,0.278647,93,-1.121731,-1.2225295596671617,-1.323571223761638,0.264869,50,1.329042,1.2804639570566883,1.423364365756077,0.261152,15,-0.3262970168356569,-1.2685484822525828,0.9118170604731108
meta-llama/Llama-3.2-3B,29,176,True,True,-0.613961,-0.8065827386369296,-0.7903789851458266,0.26282,128,-0.074608,-0.14874033272800005,-0.10680839945628862,0.283142,48,0.01889,-0.07533110243136719,-0.025164537461813456,0.296839,23,-0.26925010681080047,-0.20269063012597907,-0.00028008980464424725
meta-llama/Llama-3.2-3B-Instruct,17,108,True,True,0.966604,0.9356054549620099,0.962386564854735,0.216472,77,1.124266,1.0381875593696492,1.141929647007343,0.244329,34,1.023261,0.9749017094458048,1.1371458581990763,0.282099,15,1.0001104641895275,1.362966508712089,1.5865965388805041
microsoft/Phi-3-mini-4k-instruct,35,211,True,True,0.666326,0.6879635180470606,0.6950003468790891,0.165808,160,0.79149,0.7078933585931558,0.7615161484265736,0.272478,43,-0.612502,-0.6397199127942762,-0.6730560005996343,0.298688,32,0.3983256533062468,0.9207085422248846,-0.3455194931275682
microsoft/Phi-3.5-mini-instruct,17,105,True,True,1.324244,1.3199966566638548,1.379275829702265,0.182036,72,-0.122083,-0.15026366772477318,-0.16634771955374714,0.250526,35,0.942857,0.8791803752575236,1.0426641758989246,0.28605,15,1.37409830421016,-0.3694820547520235,1.0419202931995672
microsoft/phi-1_5,50,301,False,True,-1.67836,-1.9754310687380157,-2.1236100130452873,0.246785,232,0.441327,0.29139932658504675,0.3999201194855419,0.288496,47,-1.59211,-1.6829683368171664,-1.833260874453964,0.304018,46,-2.1051186670530475,0.017644303466028452,-1.9449079061278969
microsoft/phi-2,26,133,True,True,-0.327072,-0.3989187442748108,-0.3589848219490686,0.284859,96,0.283143,0.23943279137734283,0.2786547984661282,0.297358,37,0.034743,-0.48823647885023475,-0.4014840474574087,0.296754,18,0.16773282840355755,0.36594376869864736,0.10467607071976735
mistralai/Mistral-7B-Instruct-v0.3,22,128,True,True,0.532328,0.4912845509294703,0.543346216557398,0.22314,93,0.49461,0.4347362680397412,0.5055832188235634,0.279755,33,0.380129,0.31421033318533087,0.4233501306848046,0.296982,19,1.0000015955885941,0.610777557348886,0.4489848160274347
mistralai/Mistral-7B-v0.1,24,132,True,True,0.629291,0.4904111036904839,0.5623191064245127,0.20834,90,0.200686,0.17368618102379768,0.2814705944492355,0.289199,41,0.950949,0.8643402464556735,0.9834680654340708,0.294009,20,0.5404197556862361,0.0977393267433475,0.8316925404719809
mistralai/Mistral-7B-v0.3,19,118,True,True,0.900556,0.8520834133672096,0.9309777721354795,0.191055,86,-0.013323,0.06547174655216297,0.12150721663899289,0.272056,32,0.970465,0.8842895949405956,1.0710706371473884,0.273144,15,0.798646078021274,0.30149596851231675,0.963209849460664
nvidia/Nemotron-Mini-4B-Instruct,24,153,True,True,-0.072858,-0.09427808768669577,-0.027682404056794053,0.261009,112,-0.063249,-0.1560953091898209,-0.09659126756365696,0.291308,39,0.65353,0.6363111058374065,0.7417398764938661,0.297912,21,-0.0013208135587452717,-0.2647326161378667,0.7471058294880684
openai-community/gpt2,50,299,False,True,-2.367971,-3.2730170021082534,-4.839830302769099,0.277826,223,1.597903,1.6692603807260193,1.8752344259028804,0.265683,59,-2.952542,-3.522526458458372,-5.910190845677083,0.349135,47,-5.166423915411204,1.2701138374881982,-4.791951472185534
openai-community/gpt2-large,50,307,False,True,-2.299544,-2.8630719489503136,-3.5426535674989013,0.28482,228,1.018987,0.8123895940922284,0.9441281657227177,0.261545,66,-2.766914,-3.31130967667801,-4.624893363071367,0.33548,48,-3.5727274019259156,1.1244485400744766,-3.8459284347382825
openai-community/gpt2-medium,50,304,False,True,-2.337612,-3.38512462027807,-5.674648366801181,0.274779,229,1.428804,1.4338090847733709,1.6032181149832527,0.28723,61,-2.822369,-3.5044794312132157,-5.858340225923982,0.337606,46,-5.5313817785295125,1.116620294980021,-4.805000056863207
openai-community/gpt2-xl,50,293,False,True,-2.205327,-2.8950165327775124,-3.586467315632693,0.276248,224,1.235815,1.2970235604740559,1.554675429854959,0.303736,47,-2.511789,-2.6960175469048835,-3.1806887625437508,0.343395,47,-3.3832685703998395,1.1897180134731753,-3.3853688279573104
openbmb/MiniCPM-2B-sft-bf16,47,274,True,True,-1.624943,-1.898188351352412,-2.044486768612211,0.259244,205,0.464982,0.4494647264183535,0.47061744444930853,0.294165,53,-1.630389,-1.793546342907115,-1.9694663003254957,0.299012,42,-2.316120201771938,0.3982754114584211,-2.2693995930466717
stabilityai/stablelm-2-1_6b,42,241,True,True,-1.543719,-1.7795799422089267,-1.925994211188141,0.269773,182,0.403692,0.3453894331360582,0.4222000281266503,0.294505,47,-0.670992,-0.6883111585618026,-0.7343786448633841,0.299501,36,-1.9702025817659772,0.1712773641815321,-1.2539005693070298
stabilityai/stablelm-2-zephyr-1_6b,41,241,True,True,-0.979408,-1.0700092631930107,-1.1178088044731624,0.290706,173,-1.109983,-1.123115435566753,-1.2534898318183656,0.298771,64,-0.302621,-0.3201619767198227,-0.3221160120447049,0.298582,34,-1.1219863270100834,-1.1148255089757986,-0.2813991073809438
stabilityai/stablelm-3b-4e1t,50,292,False,True,-1.707449,-2.0670492446667614,-2.255187762185338,0.256499,214,-0.224725,-0.24272579946809525,-0.24478480529793956,0.302005,61,-1.465585,-1.5102232120480295,-1.641402577115417,0.30586,46,-1.9832109752940936,-0.20395652935732683,-1.181447589753369
stabilityai/stablelm-zephyr-3b,38,233,True,True,-0.841504,-0.9087241955052769,-0.9151548152643023,0.246726,170,-0.814449,-0.8227343898341469,-0.923430225152857,0.294838,71,0.081221,0.043615192887871995,0.09861846371310234,0.296695,27,-0.7263596016392759,-1.2989637663853868,0.059467688850551405
tiiuae/Falcon3-1B-Base,31,190,True,True,0.03484,-0.012026147083998497,0.04608101152753301,0.205309,142,-0.61072,-0.6312089826884864,-0.6426069446575002,0.293206,46,0.636811,0.5895673331252982,0.6782473880939712,0.296433,24,0.20004540299281806,-0.9465519854092049,1.0853848332293343
tiiuae/Falcon3-3B-Base,22,141,True,True,1.436726,1.399963973673536,1.4601504194514274,0.165198,104,-0.951811,-0.9612125470775397,-1.0669131924947493,0.259497,45,1.621304,1.5662655302730832,1.656546727492857,0.242505,15,1.5781817803069842,-0.9790391465425988,1.9973899548397993
tiiuae/Falcon3-7B-Base,17,109,True,True,2.535231,2.415273696566489,2.5010467728944445,0.170524,76,-0.177063,-0.14771221728025521,-0.18754664806242727,0.266051,34,2.213648,2.116052175742593,2.2516684558120286,0.260519,15,2.1999997546337213,-0.1626582716898024,2.51641641038273
togethercomputer/RedPajama-INCITE-7B-Base,50,293,False,True,-2.372474,-3.064942986530867,-4.211844096132425,0.302202,219,0.616299,0.5981161798502952,0.6879919418511229,0.282546,56,-2.333422,-2.708518865072748,-3.2225276915838896,0.319423,47,-3.6859222386707846,0.2552709318577721,-2.751512258749317
togethercomputer/RedPajama-INCITE-Base-3B-v1,50,274,False,True,-2.214611,-2.702155010844128,-3.329733623277432,0.306192,206,0.587722,0.6184236274401953,0.6724954791777631,0.301763,50,-1.798258,-1.887305947285597,-2.0810549518393477,0.312334,44,-3.5980984437048416,0.8189982202047225,-2.195119250628885
