model,scenarios,criteria,precision_reached,mwle_ok,theta_online_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_online_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding,theta_online_presentation,theta_batch_presentation,theta_mwle_presentation,final_se_presentation,scorable_evals_presentation,theta_full_correctness,theta_full_scaffolding,theta_full_presentation
allenai/OLMo-2-0425-1B,48,220,True,True,-0.474638,-0.6104077773643724,-0.5954745247998912,0.16049,155,0.024826,0.014163032209928606,0.0378809910220472,0.218146,74,0.227499,0.20797800319716128,0.25941064211439496,0.29802,32,-0.6826102376691783,-0.25843280950304104,-0.1567487432981335
allenai/OLMo-2-1124-7B,25,110,True,True,0.951795,0.9202856099945661,0.9518712845132595,0.123839,78,-0.321455,-0.3239438276369829,-0.339509863513838,0.266825,33,1.040631,0.9423349700350981,1.1345708205297622,0.296768,16,1.0001484133026837,-0.35186880702211626,0.8823946986434749
bigscience/bloom-1b1,50,247,False,True,-2.254677,-2.9887375340265576,-3.4777751597649034,0.234466,173,0.514394,0.3981718309342327,0.42921789195362675,0.193273,83,-2.298181,-2.548542331010795,-3.3147475458960995,0.399084,32,-4.188870601670653,0.3522679794972908,-3.7815926572535963
bigscience/bloom-1b7,50,248,False,True,-2.41148,-3.414517565231644,-4.539059151054208,0.238328,174,0.328213,0.06160824456440543,0.08935400641355391,0.203954,85,-2.112864,-2.3644827012131127,-2.9661281501770786,0.386124,32,-4.721574141727779,-0.06870453924538332,-3.779711850438839
bigscience/bloom-3b,50,241,False,True,-2.629039,-3.3723552884449632,-4.666555533154995,0.278803,169,0.087809,0.06837632168995958,0.08760030967296015,0.211639,79,-2.535891,-2.956965228597937,-5.09962836467912,0.412835,32,-3.645291295231008,-0.1158629146808417,-2.8988520778445106
bigscience/bloom-560m,50,244,False,True,-2.563703,-3.5392261093204906,-5.971259683167253,0.259724,177,0.428427,0.3597885910419068,0.3850554061305435,0.210002,78,-2.53734,-3.0114390801132678,-5.192204448933032,0.400005,32,-5.471173892426511,0.29909441589725316,-4.805000056863295
bigscience/bloom-7b1,50,227,False,True,-2.223889,-2.4129220506723534,-2.6293318738848632,0.27086,156,0.057826,0.04850997632898474,0.06582380519751192,0.226961,74,-1.293238,-1.3547302385958875,-1.5269976575434114,0.362846,34,-2.7355773529556164,-0.1510808632999203,-1.9272509630596408
bigscience/bloomz-1b7,50,256,False,True,-2.788145,-3.675739541960625,-5.922902589935913,0.256333,179,1.497384,1.5198450726976573,1.6045439682223845,0.178806,90,-2.59933,-2.841958489613639,-4.053780179143439,0.42158,35,-5.427764410003433,1.6433449762552332,-4.45074201032283
bigscience/bloomz-3b,50,267,False,True,-2.667204,-3.459722455801151,-4.434611554621924,0.242095,190,1.443265,1.3622788632204865,1.4527307127980125,0.162963,84,-2.696238,-3.1216932688657315,-5.257854884022031,0.39875,37,-5.054402407396663,1.4645543523350175,-4.483956370242879
bigscience/bloomz-7b1,50,248,False,True,-2.766827,-3.7974227025868132,-5.536752380807609,0.238115,181,2.036736,2.2738926643934687,2.5629544627870837,0.155992,72,-2.7414,-3.106789339816741,-5.3228359423410705,0.419069,38,-5.188206635109172,2.482310563846272,-4.476711662175527
deepseek-ai/deepseek-coder-6.7b-base,50,229,False,True,-0.965058,-1.1345528613829627,-1.155155134986904,0.192657,159,-0.230617,-0.29421253151910115,-0.27647818837956345,0.2219,72,-0.378097,-0.4029811650128915,-0.4131240015474638,0.318962,36,-0.8080139808177094,-0.19593589464876493,-0.33966442552846976
deepseek-ai/deepseek-llm-7b-base,50,249,False,True,-2.332129,-2.51824065203042,-2.7313252405531054,0.266747,178,0.019033,0.007204037110525866,0.025861545619657818,0.224336,87,-2.436012,-2.564423515894704,-3.405822234031944,0.448573,29,-2.1821771437313933,0.013841177269496093,-3.6788823009759364
deepseek-ai/deepseek-math-7b-base,50,254,False,True,-2.742138,-3.0658994285968317,-3.529242610703419,0.283414,177,0.99396,0.9920919585054639,1.0580943445296822,0.201801,87,-2.507869,-3.009959785006757,-5.161412216133705,0.397982,34,-4.018198144502636,0.6397956717061682,-4.7897644723716555
facebook/opt-1.3b,50,267,False,True,-2.297485,-2.6889983581705503,-2.94392633039719,0.239746,193,1.072579,1.081544733530128,1.1508681671450587,0.185447,89,-2.458864,-2.7505846652747006,-3.751568214070092,0.399063,34,-2.024982585034993,0.950288787421826,-2.3182904443472507
facebook/opt-2.7b,50,264,False,True,-2.071581,-2.3780848940737167,-2.5468543519150613,0.222221,184,1.060301,1.049163281610826,1.1159429096824056,0.180974,93,-1.930951,-2.0921166352842326,-2.4733275822625487,0.374274,36,-2.011117462293016,1.018864281203178,-1.8935427796477422
facebook/opt-6.7b,50,257,False,True,-1.890861,-2.053946236659406,-2.1737034165879003,0.23123,180,0.65089,0.6169369870555131,0.6605212090146284,0.199742,83,-1.88968,-2.1464976232666624,-2.553405378234557,0.356556,36,-2.199124333016569,0.8116092702664492,-2.6884683610065143
google/gemma-2-2b,50,236,False,True,-0.327094,-0.35305279552034763,-0.3311701998777167,0.171205,166,-0.358198,-0.3865237782512899,-0.3783529201996884,0.22763,84,-0.359,-0.38036921161395115,-0.397839400866028,0.327854,33,-0.853172442424345,-0.03692187451507804,-0.17524299511325098
h2oai/h2o-danube2-1.8b-base,50,229,False,True,-0.897935,-0.9413184295295166,-0.9593355434004566,0.209728,155,-0.55696,-0.5657109883401624,-0.5899291488438021,0.259561,73,-0.651526,-0.6752562616733705,-0.7270028811918247,0.334544,36,-1.2047390063395351,-0.48303344094767325,-0.7814019897903113
h2oai/h2o-danube3-4b-base,50,233,False,True,0.181146,0.1584668235190938,0.18438324208254792,0.150677,162,-0.630893,-0.6625534543167367,-0.667024332878874,0.22801,75,0.063684,0.030354840282120467,0.06997147162271856,0.323657,35,0.1959855124038759,-0.8582887665784052,0.36361785853890605
ibm-granite/granite-3.0-2b-base,30,143,True,True,1.018152,0.9975994444304829,1.0260401892243833,0.099593,104,0.132944,0.15933732818467738,0.16728602592520186,0.202055,47,0.916773,0.8652287020807478,1.0212867960192944,0.296496,21,0.7995698289390938,0.10538960612401195,0.8400667980534691
ibm-granite/granite-3.1-2b-base,44,212,True,True,0.907928,0.8711480293340605,0.90019283020732,0.091712,155,0.067015,0.050652417509885944,0.06621235380399147,0.204483,65,0.611853,0.5768548586610764,0.6715787753615088,0.298863,30,0.7927459143125557,-0.119462155991559,0.8484883295665515
ibm-granite/granite-3.1-2b-instruct,21,93,True,True,1.226667,1.1974525047203775,1.2248016335026586,0.107813,72,-0.519955,-0.5810588995054988,-0.6147475826136335,0.291263,18,1.515216,1.478164004772121,1.608172525638076,0.293652,15,1.2004875736415601,0.013228656058251981,1.508500599924873
lmsys/vicuna-7b-v1.5,48,236,True,True,-0.398231,-0.42861612350461437,-0.41225765429618977,0.165009,162,0.168676,0.16296571643875474,0.19181095054284125,0.204352,82,0.149099,0.13018022461744658,0.16986608619127577,0.298566,35,-0.0016352470873078541,0.23842859470033176,0.24939340541287583
meta-llama/Llama-3.2-1B,50,238,False,True,-2.059534,-2.3783249369763717,-2.5962109869550614,0.253485,165,0.080038,0.06281006870819722,0.08275315465193273,0.222661,82,-1.424382,-1.4939441106548395,-1.7067498796390832,0.377528,32,-2.6153361697497735,0.08037829591580753,-1.7976809621326093
meta-llama/Llama-3.2-1B-Instruct,26,126,True,True,-0.529159,-0.5821954650462412,-0.5583583738669697,0.244334,89,-1.145705,-1.1812625307035196,-1.3201881080270759,0.275569,48,1.23563,1.097533531295912,1.273621024426939,0.259102,15,-0.3262970168356569,-1.2685484822525828,0.9118170604731108
meta-llama/Llama-3.2-3B,50,229,False,True,0.158839,0.15103591146470946,0.17778621676820114,0.139627,155,-0.255272,-0.24374737459091003,-0.2345664911253469,0.211564,84,-0.152177,-0.276158620613493,-0.25938192588534403,0.300208,32,-0.26925010681080047,-0.20269063012597907,-0.00028008980464424725
meta-llama/Llama-3.2-3B-Instruct,24,120,True,True,1.031789,1.0085687842464612,1.0281157032516088,0.114217,90,1.094329,1.1231375900225276,1.116173727454472,0.158716,36,1.450188,1.4066441073911866,1.535077215362436,0.274024,15,1.0001104641895275,1.362966508712089,1.5865965388805041
microsoft/Phi-3-mini-4k-instruct,50,237,False,True,0.727802,0.7216629145027472,0.7315960395262424,0.104409,168,0.89501,0.7989773801120524,0.8545433930626073,0.130108,75,-0.257934,-0.2886975665907781,-0.274992126908353,0.322902,36,0.3983256533062468,0.9207085422248846,-0.3455194931275682
microsoft/Phi-3.5-mini-instruct,35,161,True,True,1.113877,1.1125119389429212,1.130225544602177,0.096148,112,-0.276164,-0.3007783697384182,-0.30444981272441934,0.235693,50,1.065246,0.9659284235864696,1.0966452883892497,0.29965,24,1.37409830421016,-0.3694820547520235,1.0419202931995672
microsoft/phi-1_5,50,227,False,True,-1.485008,-1.6200771404128735,-1.6912202950523287,0.220942,161,-0.266568,-0.28479933432577054,-0.27053671952798164,0.249094,71,-1.354044,-1.4318435567643826,-1.6227801379746825,0.36261,32,-2.1051186670530475,0.017644303466028452,-1.9449079061278969
microsoft/phi-2,50,234,False,True,0.009463,-0.03449606273706929,-0.01587582399408078,0.156725,165,0.034906,0.026150837245673814,0.04109822074649352,0.203564,82,-0.135092,-0.1737466593900727,-0.14245473779982268,0.318986,32,0.16773282840355755,0.36594376869864736,0.10467607071976735
mistralai/Mistral-7B-Instruct-v0.3,41,215,True,True,0.930587,0.8697276421456697,0.8895810913810734,0.104587,161,0.344251,0.37414593679084374,0.38024733134413,0.192463,64,0.538129,0.5106081917946259,0.5982168866410507,0.297942,29,1.0000015955885941,0.610777557348886,0.4489848160274347
mistralai/Mistral-7B-v0.1,36,177,True,True,0.454608,0.4272632822161169,0.45263230139442817,0.125641,126,0.039168,0.035879735193627346,0.04672312659832071,0.216856,56,1.023023,0.9676651710018332,1.0923533831672942,0.293215,24,0.5404197556862361,0.0977393267433475,0.8316925404719809
mistralai/Mistral-7B-v0.3,36,160,True,True,1.004939,0.9705973244650927,0.9990785727825441,0.101685,119,0.39934,0.13136268358292458,0.17389609738515416,0.181573,32,1.039097,0.9123646601674412,1.0275074676916753,0.297972,28,0.798646078021274,0.30149596851231675,0.963209849460664
nvidia/Nemotron-Mini-4B-Instruct,28,136,True,True,-0.326685,-0.3560365773742107,-0.32980578807187944,0.221925,94,-0.717711,-0.6301100982654712,-0.6854432428853484,0.256929,51,1.083756,0.9936457987016918,1.168696237088797,0.266446,15,-0.0013208135587452717,-0.2647326161378667,0.7471058294880684
openai-community/gpt2,50,271,False,True,-2.862995,-3.6746558309419455,-5.498657865087469,0.257816,192,1.527773,1.5041651796672848,1.6083383627840317,0.173971,90,-2.80553,-3.157402305818255,-5.3268140821510395,0.413172,38,-5.166423915411204,1.2701138374881982,-4.791951472185534
openai-community/gpt2-large,50,260,False,True,-2.695161,-3.3050493730086603,-4.028765587747284,0.254373,182,1.167319,1.1858711591310298,1.2563771158046497,0.180713,87,-2.410218,-2.778749584788584,-3.9458709896625566,0.398839,34,-3.5727274019259156,1.1244485400744766,-3.8459284347382825
openai-community/gpt2-medium,50,268,False,True,-2.8992,-3.639178500853409,-5.493586855591804,0.271665,187,1.291788,1.244379166325487,1.315349995009499,0.191388,95,-2.756208,-3.0860674248158344,-5.256432491388605,0.42099,36,-5.5313817785295125,1.116620294980021,-4.805000056863207
openai-community/gpt2-xl,50,254,False,True,-2.565433,-3.0218500548742124,-3.4460101361582165,0.252486,176,1.340962,1.3625132227527739,1.4493494512585354,0.186032,82,-2.030137,-2.150448529892562,-2.5457463985951843,0.380102,38,-3.3832685703998395,1.1897180134731753,-3.3853688279573104
openbmb/MiniCPM-2B-sft-bf16,50,241,False,True,-1.825804,-2.0201201997667093,-2.1462803665659598,0.233996,170,0.478742,0.4879493436374757,0.5163102515572005,0.199589,80,-1.839957,-2.087367855463109,-2.5010635613640946,0.365383,33,-2.316120201771938,0.3982754114584211,-2.2693995930466717
stabilityai/stablelm-2-1_6b,50,240,False,True,-1.792341,-2.1538944478582818,-2.310201405521586,0.229386,171,0.32575,0.19991751423706655,0.2322266281660817,0.205349,74,-1.170344,-1.2005228845398195,-1.3307091213158195,0.349574,37,-1.9702025817659772,0.1712773641815321,-1.2539005693070298
stabilityai/stablelm-2-zephyr-1_6b,50,215,False,True,-0.732628,-0.8755504959027229,-0.886340103222666,0.20478,149,-0.749642,-0.9691956685415744,-1.079667284788351,0.236341,62,-0.537665,-0.5607158348192106,-0.5907862607930926,0.335123,35,-1.1219863270100834,-1.1148255089757986,-0.2813991073809438
stabilityai/stablelm-3b-4e1t,50,228,False,True,-1.28149,-1.3524910401593924,-1.3999440032317276,0.213838,161,-0.339939,-0.35980233855793287,-0.3514067354631301,0.231799,70,-1.567902,-1.7726700803944992,-2.0608782667353163,0.353325,32,-1.9832109752940936,-0.20395652935732683,-1.181447589753369
stabilityai/stablelm-zephyr-3b,50,224,False,True,-0.733147,-0.7781591099680404,-0.7794188980451813,0.202997,156,-0.793136,-0.9262225863234304,-1.0178569684292529,0.227788,69,0.026225,0.009617477355459992,0.04655151945385173,0.313574,33,-0.7263596016392759,-1.2989637663853868,0.059467688850551405
tiiuae/Falcon3-1B-Base,26,123,True,True,0.39364,0.34163469126248,0.38728585865219467,0.158469,87,-0.860022,-0.9354978572813302,-1.051391404484119,0.255815,43,0.861309,0.7455598622938301,0.9554098000774299,0.299545,15,0.20004540299281806,-0.9465519854092049,1.0853848332293343
tiiuae/Falcon3-3B-Base,27,129,True,True,1.318527,1.291906081428602,1.3096180783116518,0.104228,92,-0.790406,-0.8111364227791676,-0.8989413241241162,0.254519,46,1.74191,1.7054940719586977,1.7959055723111648,0.270016,15,1.5781817803069842,-0.9790391465425988,1.9973899548397993
tiiuae/Falcon3-7B-Base,24,116,True,True,2.20818,2.259363646687476,2.2896036237598922,0.10157,87,0.162423,0.10979958502981566,0.24692659944177806,0.214543,28,2.283693,2.162509307190809,2.350249037092653,0.231684,15,2.1999997546337213,-0.1626582716898024,2.51641641038273
togethercomputer/RedPajama-INCITE-7B-Base,50,258,False,True,-2.225151,-3.1517645264049534,-4.104413861927724,0.240472,180,0.613769,0.47362206059897805,0.5095143277041623,0.188438,92,-2.212209,-2.5439506119375097,-3.3467408795665006,0.385849,32,-3.6859222386707846,0.2552709318577721,-2.751512258749317
togethercomputer/RedPajama-INCITE-Base-3B-v1,50,245,False,True,-2.4268,-3.047227162128641,-3.601191867853391,0.256862,170,0.876774,0.9029785516129054,0.9559775617886447,0.199526,81,-1.652602,-1.7349754469348988,-1.9954927059771548,0.373618,35,-3.5980984437048416,0.8189982202047225,-2.195119250628885
